	sample_FHS_1020_CVD_BC_12_fastq	sample_FHS_1066_No_CVD_BC_11_fastq	sample_FHS_1095_No_CVD_BC_13_fastq	sample_FHS_1120_No_CVD_BC_01_fastq	sample_FHS_1579_CVD_BC_10_fastq	sample_FHS_1610_CVD_BC_04_fastq	sample_FHS_172_CVD_BC_14_fastq	sample_FHS_216_N0_CVD_BC_03_fastq	sample_FHS_21_No_CVD_BC_01_fastq	sample_FHS_2303_No_CVD_BC_07_fastq	sample_FHS_2616_No_CVD_BC_05_fastq	sample_FHS_2768_CVD_BC_02_fastq	sample_FHS_2918_No_CVD_BC01_fastq	sample_FHS_2938_CVD_BC_04_fastq	sample_FHS_3132_N0_CVD_BC_05_fastq	sample_FHS_3170_No_CVD_BC_07_fastq	sample_FHS_320_No_CVD_BC_07_fastq	sample_FHS_3392_CVD_BC_02_fastq	sample_FHS_3464_No_CVD_BC_03_fastq	sample_FHS_3713_CVD_BC_06_fastq	sample_FHS_4043_CVD_BC_04_fastq	sample_FHS_4820_No_CVD_BC_13_fastq	sample_FHS_4912_CVD_BC_02_fastq	sample_FHS_500_No_CVD_BC_09_fastq	sample_FHS_5237_CVD_BC_06_fastq	sample_FHS_543_CVD_BC_16_fastq	sample_FHS_590_N0_CVD_BC_15_fastq	sample_FHS_6077_No_CVD_BC_09_fastq	sample_FHS_6136_CVD_BC_08_fastq	sample_FHS_6355_CVD_BC_08_fastq	sample_FHS_6684_CVD_BC_16_fastq	sample_FHS_6758_CVD_BC_14_fastq	sample_FHS_676_CVD_BC_06_fastq	sample_FHS_6926_No_CVD_BC_03_fastq	sample_FHS_7138_CVD_BC_12_fastq	sample_FHS_7226_No_CVD_BC_15_fastq	sample_FHS_728_CVD_BC_08_fastq	sample_FHS_7326_No_CVD_BC_11_fastq
hsa-miR-451a	243433.636036298	178374.695488408	54772.5310090687	16924.7173773488	80495.2176633593	235126.565221189	91926.1228409581	49766.5068031284	326444.164784254	135829.801825575	182455.355253052	195799.913723005	271325.223150014	104058.956732057	31004.2812771078	148671.993090045	195065.552899666	218661.387282045	65308.9551524434	17586.178345707	73419.2064944511	123167.62341612	31998.7913582112	114012.641839921	56876.3477162336	102150.493251331	130529.657926918	154874.504221467	74436.7852520931	169392.127833686	93540.079197155	43720.115220419	149527.391701747	74178.896896488	123631.103507644	99295.7306958273	103375.615829896	55853.049386363
hsa-miR-223-3p	57791.600736001	104337.402058145	111868.635134189	108517.305537119	98600.6484799727	55977.160827697	106261.743378474	95653.4343351588	38563.9934416598	74640.6061893634	57776.6220571961	69411.7512321195	49676.5867302867	47366.6696426397	107838.747889676	66714.4343456155	66505.9943722027	83875.5357578632	31876.7051165462	87478.2656694174	99387.6258182586	62270.026764667	45611.1195044569	24148.9604752113	81897.584456884	75122.7968795146	109813.424881918	91419.6939073366	55473.6814304202	53234.8844037156	64506.7272742559	101983.295518884	92680.8157902682	178396.016300489	77995.7720848634	76531.8021607665	38215.8741941084	105593.898541773
hsa-miR-19b-3p	31633.5058817311	24820.5068872648	20261.2463791418	5744.93781757646	14582.6730702032	27160.5488984672	25959.9994432769	21468.7698910365	24065.7739595781	21375.4057972635	19799.1061979548	24989.7880105518	25394.0260238849	24089.1493316235	17801.3450112395	14399.0106201292	19423.8141011467	24925.844581241	15794.7637964869	15472.0834598294	19591.2812932592	14718.2870613125	8400.06043208944	15726.1442388242	17419.5726514343	10740.0833780493	14265.199196706	20174.9179985419	11847.9782373293	19749.7548146899	21037.9703557146	13084.2125709279	21113.8935220046	22549.3342670129	33392.9018971135	30507.9345266055	12984.0587604983	23318.2050111448
hsa-miR-486-5p	29709.2664105419	7430.40423713017	5513.29960348847	3090.08018975704	7935.34703430118	12743.8789791514	7693.91362440674	6532.76782394424	9543.73483979309	7789.81658522768	10619.1907402592	14612.8797046731	12989.6617443407	10721.6193622219	6370.61495555493	6134.54781021181	7864.48599218439	10060.3898358098	7131.57516871679	4211.63028178732	7076.32387790057	7026.29503143823	6602.20577126454	12405.7573680603	4982.46607566814	4812.81215173154	7926.35724142573	10394.9212357146	4257.45450703853	8254.46799472773	6978.09327104428	2863.97956779945	6362.43946578931	3963.2752701349	18753.2009022458	16011.943671595	7033.78010308229	8287.45602492145
hsa-miR-29b-3p	29032.8921071496	41056.8400213399	47889.9829621927	31433.9495359439	73270.923230698	21644.5207732755	62741.3046806497	18411.9311557441	58518.8949276081	70447.5230992288	83227.0003205109	12510.1642698714	18475.8614070448	101628.127815338	66961.4125416235	88038.1225339118	17392.5237342693	53697.803349797	136648.638299909	50705.1582811249	56024.0257150231	48835.258231161	120728.206677746	108061.076841063	80884.7552874039	74028.9759359392	44144.7051036092	12137.6683779413	69696.0092966748	26892.2996195723	67927.1139559063	63774.1712849887	15073.5102385503	46817.7087892316	61825.0863562563	76284.6180882899	82160.5377998336	72621.3175067809
hsa-miR-23a-3p	15410.43284652	35827.918008446	37645.2557356728	31341.4647415322	20297.5044085261	28167.011447466	35375.5793400047	35514.5988391512	18811.5588761895	27741.4377243299	22106.1798126523	25038.6528572574	22038.634774382	19142.2704510222	31398.363973846	19601.1071631888	23940.24945712	28350.9140965756	19264.8255396544	29790.5224519085	29978.1797705357	26564.0459786886	19859.4953920532	12687.5333181022	34370.8479449369	22999.1331984975	31032.2776076201	28837.121793781	22415.0225814119	18940.1747843306	25348.1339906006	27916.5685144088	36715.7771846983	43851.3309796827	27115.0472371446	24415.3809262587	19119.909488719	40011.2791041169
hsa-miR-16-5p	14794.3458741993	6074.16263329412	5183.9538604767	3791.87657088143	6115.05237410306	10192.8727954009	7905.46841292154	6158.42245568041	9726.35206218513	7350.00875888468	8109.53005847812	10186.0299984348	9477.02000466181	8173.10423751512	7135.46184626578	5506.37011444612	6445.89936530177	12401.0545020846	5719.61901115206	4377.22518146441	9206.72907721546	7099.24812715725	7493.57909049705	6640.77374152768	3898.84777068676	6711.52020473026	7258.81547799356	6900.43480486351	6021.70984866492	11625.2194174272	7659.08791556787	3839.3030569779	6014.76517804126	5621.52909481711	13149.5788429896	10889.2385416632	5483.35538248798	9152.18734054838
hsa-miR-191-5p	8970.42452191321	6496.78294349422	13667.8483349887	16054.2722534736	8199.45228633885	6075.01909769657	9906.8880568971	10806.8592171518	7812.84116668585	7700.36414597147	8650.77013322367	8402.46309367926	4964.31656451812	6468.68329423987	11654.5876822341	7449.79486072123	6337.67249384969	11060.5857504735	5731.58474130091	11216.2945381282	10778.7241031416	8316.65291196841	6103.64103338873	3864.89985530424	12595.0208011152	9865.026623189	7651.4871035419	10067.0537439839	7379.23566542535	7423.64898209054	9856.20643946294	8397.70055089246	7565.1180216967	18795.164317879	11103.7255777969	10118.1227806812	4890.72199507935	7992.05091709859
hsa-miR-19a-3p	7827.44279310379	7864.27299665118	5391.41574583844	2317.56014231778	3506.50511551557	8064.71098819196	7362.66336344278	6719.31029701847	5942.99960697598	6343.66881725239	5327.73749554006	6762.43667612151	7182.10549408361	6704.05571021597	4780.29306694276	4829.11603619874	5609.17763869914	6355.19672238205	4594.84037715981	3665.16711285292	5138.31209966918	4459.25797582517	2961.17238253513	4576.9552966263	4748.31739670231	4185.41296900153	5934.95114043059	6039.95556496272	3544.35728811769	5243.52991885459	5596.48685231945	3624.40127122672	6112.66293801242	5835.49733025997	8376.82928158133	8157.8956012732	3603.6898911111	6345.83881623117
hsa-miR-15a-5p	7675.48568464936	3766.62360117498	2709.97087753784	1806.17363204109	3701.53668625109	8134.4106106988	4801.73697615833	4718.39018887425	5264.13993243163	3988.08791683905	4305.73109741717	5837.82215486339	6554.81743518023	5462.26330868687	2602.34490863811	3209.59541430282	4188.26355221539	6458.30970327521	10517.8768008424	2323.8484254685	4218.57769644072	3355.84240307497	3278.44085209246	3754.47414515269	2793.44819324345	3417.6744953977	4908.39531935422	4298.2459780896	2593.56099622323	4956.17898215301	4918.29465489265	2202.74330394965	4053.15024927331	2995.55529620012	6862.18958058646	5902.85419588804	2723.71910374676	4259.20455460966
hsa-miR-185-5p	6724.10204910857	3380.96248160075	1815.2914969153	1827.93476013797	1348.96836425396	4207.06921451313	2797.53371654442	3722.02650667709	2437.54292497211	2400.30712004145	1820.25991618338	3700.74862472179	3663.46509810374	2240.09609687604	2126.64745222039	1747.11921634832	2941.90893581565	2079.44511467882	1280.33312592734	1440.67562719068	2336.87618779475	2357.29690542087	1661.88245958604	1957.2005178585	1840.5175230337	1403.39290873818	3113.32503113325	3291.81728511883	1463.16984919314	3127.12780245248	1849.61508389125	1248.0834480165	3226.96634970361	2392.55390540659	2803.17311569014	3882.67871983287	1209.21155814691	2712.35599000994
hsa-miR-484	5838.78672159145	4280.83842727395	3246.77850591137	3917.0030574385	2141.28412036698	4069.52862609963	3053.62635527286	5364.35652299955	2147.73733291517	2422.6702298555	2491.51855637061	4236.73491202419	4129.64638778057	2069.65400254852	2630.3271119568	1982.68585226046	3154.87148931812	2935.28285609209	1495.71626860671	2688.15720475809	2867.13122639075	2667.34756222671	2734.55204713703	1393.64861777473	3065.71409901766	2526.10723572873	3186.24976159223	4570.08548072706	1912.1569870322	3330.77216194099	2586.65867035095	2359.78691661397	3744.81805198097	2178.58566996372	3516.90621220211	3155.08706463576	1658.1762455777	2212.85280769127
hsa-miR-20a-5p	4675.15864652464	4452.7790097508	5575.538169097	3111.84131785392	4721.38927488887	4476.10975738955	6158.74959985525	4037.1320355187	4736.13796334158	5035.42689313043	5814.55119405422	3408.32305771778	3628.75858664802	6505.2066001672	5335.27343276343	5182.46599006694	3702.4063604816	5947.90044785405	7741.82740630833	4702.89515082935	4664.3673306586	3850.55558341959	7825.95558241426	8182.9259005407	5156.71625536364	5753.91092582656	5592.76586673847	3627.29351610908	5342.94694028471	4785.64244798011	4703.90745198708	4372.4247947068	3183.5070637351	3365.13679378325	4656.9722461344	8070.84738970335	5444.44510957731	6337.78231329054
hsa-miR-92a-3p	4284.52977533472	2236.83449353053	1908.64934532809	1392.71219820035	1678.08413987014	3375.32038593146	1767.59593035394	2697.30332688417	1576.06602803571	1762.958490341	1941.20741891982	1935.50603748086	3070.45507520601	2572.86399532502	1940.09943009579	1226.90956204236	1962.04844374414	2227.24038729236	3051.26118795769	1159.16429773963	1637.6903404425	1399.78752410872	1737.42257138541	1987.6627827279	1987.54111215177	1337.35088950345	1845.55664007719	2563.45342690699	1278.29279243589	1726.60432400692	2247.56257163755	1330.73798099772	2170.21950141677	982.308717260428	4573.88499634961	2324.02300700656	1203.2253623145	2105.43276848296
hsa-miR-30d-5p	4135.87608228147	9782.93706653297	4363.18277651428	2766.38340931594	2775.1367252574	7204.61764645749	2509.42949797492	2934.26268457306	6353.88835735808	4718.61617076471	3477.24070367257	4737.59959075691	5386.79335828774	2873.1667329497	1567.0033858466	3641.46758014173	5115.17433836142	5176.27164083687	2363.2317043986	1468.27477713686	2810.82095680533	4470.65689703126	2130.23115274211	2452.21232198614	5684.91211256562	3855.20287282784	5831.17363939282	5522.9071470963	4260.09560784935	4134.10543280673	2655.31862422267	3471.49038521145	8837.33143515371	7002.59679631197	2049.93952337885	1930.66363585598	2921.26356621631	2481.40290571206
hsa-miR-15b-5p	4054.94240495248	5103.58214903231	4465.61708241164	1169.66063520733	2446.02094964122	3636.4616382571	4807.30420743504	4055.40815619151	5224.44053625944	3604.18786503118	5436.59024800285	4431.43078561694	3688.31667420783	4577.58767622495	4066.74688231618	3877.03421605387	3097.84872909068	5843.06891727933	6640.98023261379	4134.35266193801	5396.400835269	3875.633210073	1541.01828070706	2810.14393420151	5053.25521116944	2394.02319725926	2563.58475536558	2764.04746193209	4236.32570055199	3763.04791889207	4792.18453553643	1830.79790553413	4347.75846152298	6093.23179567979	5491.93100216844	5676.20036198917	3873.06870356957	4226.97854284717
hsa-miR-144-3p	3782.41063435486	1828.67647531447	749.456060869317	750.758919342379	1101.11574311092	3830.69125297617	1647.90045790477	2674.61572880758	2112.0078763602	2310.85468078524	3265.58257388381	2611.21524583217	2941.91244018483	1874.86303760277	1450.41087201873	1786.38032233368	1808.43611007022	1708.23838346343	1435.88761786244	899.732288245522	2393.18645738016	1513.77673616969	1994.25895150325	1698.27126646866	784.12580862974	1758.3687621249	2294.32421213243	1682.9147835037	913.82088054301	1704.11598983028	2191.51362970146	752.156250129148	1494.99943731661	1278.94649821531	2380.92643645596	3725.00648755539	1502.53515393503	2073.20675672047
hsa-miR-21-5p	3597.4193718886	6070.94879063101	6685.45925578235	7915.6103452403	6041.91553507724	10215.1766746031	6455.20466533981	8922.528154679	4823.47663492038	4893.7938643081	4849.99485973113	7132.74059256262	7131.54539097528	4715.56460972819	7308.01876673103	4240.19944641841	6393.53152427657	6520.17749181111	7729.86167615948	3808.68269257307	5396.400835269	4833.14259138515	5771.26454147152	5681.2123981418	5085.92711986234	3657.07681512362	8296.59048837131	11887.617537729	5313.89483136571	10435.8364098624	5537.63546328654	5360.14646383244	9402.75961891238	5295.71382721092	4873.54392999967	5222.89269419142	4351.96437016241	6525.76738190509
hsa-miR-101-3p	3453.72080193712	3072.43358594137	1600.04979085249	952.049354238524	1617.13677401529	4564.86061004827	1773.16316163064	1188.57805479055	3902.45064372571	2966.83923533073	1959.34954433028	2534.10040962485	3500.64442707691	1907.32819842706	830.13869845445	2316.40525313598	2695.19821809693	2986.83934653867	1256.40166562964	629.260618772942	1600.15016071889	2389.21388479794	1797.8546608249	2147.58967329221	2052.88492953758	2815.04106988071	4235.24396127136	3640.43588392107	1832.92396270766	2321.29582778933	1768.34411808391	1657.22338627356	3357.80167377722	2567.61882531439	1356.63771779756	1854.29114834658	1951.49984136581	1283.66946853936
hsa-miR-140-3p	3367.83200150636	2490.7280639169	1576.71032874929	1126.13837901357	1548.06309271313	3317.7020313258	1380.67335662292	991.321993735702	2870.26634324892	2575.48481358484	1372.75415605856	2185.93837684722	2438.02531090179	1095.6991778198	797.492794582645	1845.27198131171	2490.38177319837	2498.77123697769	694.012348633514	557.50282891287	1628.3052955116	2484.96482292916	1510.80223598731	1576.42220699109	2450.39315196794	2096.83411070293	2333.59137468727	2991.96378793475	1706.15112378839	1620.4094126172	1171.42288646446	2078.76150447781	2676.1770833238	3335.95930713195	1296.70593106755	1304.08075446163	1688.10722473975	1396.46050970809
hsa-let-7b-5p	3338.10126289571	2188.62685358376	1939.76862813235	2570.53325644401	2108.77885857773	2171.37557316323	2441.23091483528	2169.18646054564	2429.60304573767	2213.94787159102	3301.86682470474	1473.19877685181	1907.1442282643	2361.84044996713	2574.36270531942	2125.00736145737	1566.38031155374	2945.5941541814	2548.70052170583	2323.8484254685	3054.8321250088	2015.32926923796	2779.87611421665	2821.56728352753	3147.39387074993	2237.17340157675	2353.22495596468	2409.54938279291	2081.18743892454	2270.69707589188	2282.59316034762	1785.33791239446	1669.75151352682	1935.43994786956	3476.04363034074	3479.46483416494	2586.03659960132	3238.71418213068
hsa-miR-93-5p	3268.72953947086	1973.29939515481	1369.24844338754	1022.77302055339	1145.81047807114	2453.42671224093	1202.52195576835	2670.2042514038	1413.29850372976	1252.33414958684	1620.69653666826	1995.06006940335	2144.09115215335	1136.28062885017	1235.88064657544	1079.68041459728	1893.3883855111	2003.8289286905	670.080888335806	1407.55664725526	1459.37448675536	1449.94277741555	1269.07387822934	1035.71700555936	1481.12652741173	1263.05361786437	1761.41272031683	2037.06701085836	987.771703245913	1781.57580754983	1552.55569162993	1128.23437519372	1782.28819087684	1415.10810258804	1787.05691340402	1957.76355077867	802.150241543002	1756.31764105594
hsa-miR-106b-5p	3151.45829272885	2956.7352500691	1913.83589246213	1751.77081179888	1231.13679026792	3304.69143512452	2663.92016590349	3467.42123937307	1734.86361272445	1498.3283575414	2527.80280719154	3187.66773431267	2641.9796251354	1485.28110771129	1464.40197367807	1609.70534539958	2414.73933616197	2612.19551596017	694.012348633514	1264.04106753512	2064.70988479857	1532.01501009944	1163.31772171023	1340.33965425329	1807.84561434079	2063.81310108557	2675.77664837939	2440.33019161572	1489.58085730132	2469.96870373494	2261.57480712158	1450.5870538205	2274.52178774119	1906.26246121826	2585.23934576282	3064.75401489346	1041.59807483942	2637.16196256412
hsa-miR-425-5p	3129.98609262116	1471.93993970831	1558.55741378014	957.489636262744	1604.94730084432	2476.65991974321	2199.0563542986	2161.62392785344	1830.14216353769	1513.23709741743	1735.59666426787	2565.40445204564	2405.46117669642	1899.21190822099	2224.5851638358	932.451267152196	1731.62994323326	2282.23397710204	1172.64155458766	1379.95749730908	1938.01177823139	1591.28940037115	1042.45354283124	1492.65097860026	1290.54039336978	1073.18281256449	1206.06284989847	2377.38516683198	1204.34196973298	2173.87230374243	1471.28472582259	1595.23248653764	1763.07461181708	1823.59291570624	2724.17212409149	2414.35605674886	1197.23916648209	2083.9487606413
hsa-miR-126-5p	3007.75972277738	8481.33078796994	9180.18842725738	5298.83469159041	3998.14720007801	7329.61230281977	7131.62326545951	7613.57978787096	4462.21212975351	6615.75331999001	4487.15235152182	4610.85639461418	5142.56235174749	5454.14701848079	5535.81255654737	5565.26177342416	4828.31494252339	6217.71274785783	3206.81567989279	5889.65859851517	6283.28758123929	4778.42776959589	5378.45596011482	3655.47178432716	8146.19590076452	4111.11569736245	7471.9800747198	7168.12408608666	7046.45696326229	5657.06539732514	5988.82944587214	4843.55563269979	6934.27217590123	6657.32987093825	4881.71644637195	5906.13903406049	4806.9152534256	7868.51787200902
hsa-miR-103a-3p	2821.94260646082	2090.60465235864	1925.50562351373	1822.49447811375	1411.94730897064	2916.69686983642	1578.31006694596	3351.7775102882	1488.72735645691	1559.82690953004	2234.50511305568	2737.9584419749	2646.69285508617	1822.1071512633	2085.60688735298	1010.97347912291	1885.24227690718	2275.35977837583	1794.85952232805	1145.36472276654	1912.20290467141	1292.63766477141	868.711285692703	1584.03777320844	1410.33739191044	1267.18124406654	2016.64927692325	2634.69889451936	1428.83553865251	2801.67163284046	1951.90440292463	1022.84984564266	2341.31184828226	1833.31874459001	2669.68868160966	2094.90554447835	1143.3634039904	2516.31441845476
hsa-miR-423-5p	2809.55479870638	1799.75189134641	1462.60629180033	1175.10091723155	1401.7894146615	1829.84742287969	1929.04563737839	1337.30786440379	1734.86361272445	1736.86819555794	1487.65428365818	1412.49947508465	1690.76412597864	2020.95626131208	1324.49095708463	1001.15820262657	1155.58369195607	1886.96755034491	5061.50385296511	1490.35409709381	1961.47439055864	1563.93198947652	1994.25895150325	1149.95049881959	1551.91566291303	1254.79836546002	1542.6385289399	1203.56421015061	1130.39114703008	1358.04551388967	1521.72877356508	1239.81799471838	1298.28898503811	1682.56839689163	2541.65259177736	1819.80034753588	1574.36950392395	2175.25579396836
hsa-miR-30e-5p	2376.80738115137	2702.84167968273	2398.77804949522	1011.89245650495	1450.54730734538	3432.93874053711	1876.15694024969	3603.54682783264	1405.35862449532	1632.5070164257	1554.17541016322	2274.50591150118	2855.36039927056	2540.39883450073	1492.38417699676	1197.46373255335	2312.33111371269	2196.30649302441	1256.40166562964	1103.96599784727	1679.92304263157	1354.19183928433	1148.20969935036	1256.56842586246	1851.40815926466	941.098774095018	1643.61123265233	2203.76757099991	1320.55040540897	2127.64628349044	2096.23042841009	1429.92342057519	2840.86490383604	1595.03593693773	2740.51715683604	2153.21142203929	1161.32199148763	2014.12573515589
hsa-miR-17-5p	2302.48053462475	1836.71108197227	1502.80203208917	1191.42176330421	1101.11574311092	2932.03078678793	1607.53803114866	3111.03688625321	1337.86965100261	1116.29189821803	2149.84186114017	2671.91454759932	2447.02329535327	819.745310813333	1431.75606980627	863.744331677823	2237.85240647685	2577.82452232912	412.817690135452	985.289653078685	1400.71795593721	1210.56543208751	619.428916754797	1222.2983778844	1628.15011652981	1391.01003013167	1360.32670279246	2365.6262061581	1114.54454216517	2849.14700499116	1595.99362163041	686.032623744168	1866.00449963723	1410.24518814616	2244.71783025139	2198.37794691045	856.026004034696	2108.11826946317
hsa-miR-126-3p	2243.01905740345	6061.30726264165	6431.31844621421	5886.38515020619	3417.11564559513	7474.587517634	4924.21606424585	8396.30192151352	3509.42662162109	5907.5881758784	3924.74646379739	4436.77537822537	5779.27687055242	4163.65687571525	4607.73614647751	4073.33974598064	4950.50657158218	4475.10337076335	2883.74096587374	3698.28609278834	5588.7942563525	4705.47467387686	5046.07946819761	2756.83497068007	5075.03648363137	4325.75225987535	6322.01317132824	6636.89574505466	3919.39360325384	5167.31945303374	4282.13916391793	3500.41947175488	6034.8936894372	5120.64890730313	4592.95420121825	4446.0284664076	4250.19904101143	5897.36015253646
hsa-miR-107	2096.84292590109	821.136800426798	538.104265157036	348.178049550089	672.452603265154	1650.95172511212	829.517460229092	1159.27324060828	853.537017701961	814.389915728348	1133.8828381541	1304.84410968631	1728.89844103492	1229.61796622	779.770732480809	490.763824816945	816.356455092831	1137.67988918792	1292.2988560762	350.509204316507	781.304990497642	709.012899019237	385.254570176764	875.79011499505	506.414584740041	540.719032484418	782.538453771331	938.641743203667	594.247682434039	1348.6753746494	912.196530010005	336.817221898492	1001.85090811609	437.662299769498	1765.26353641128	1086.46022553699	532.771429084531	996.320863657115
hsa-miR-24-3p	2061.33121033837	3991.59258759328	3498.32604191249	3057.43849761172	1799.97887157984	3987.7477356916	3318.06984091637	5078.24070281137	1445.05802066751	2404.03430501045	2981.35594245318	2750.93816688109	3297.54706374344	2248.21238708211	3031.40535952468	1943.4247462751	2868.59395838037	3017.77324080662	1663.23649069066	2218.97165567301	2890.593838718	2671.90713070915	1948.93488442363	1804.88919351154	3223.62832436671	2435.29945928097	3679.89409085299	3595.12930014816	2054.77643081636	3433.2190176346	2317.62374905768	3244.19041951308	4012.89322648144	3141.44272945662	2168.44101077682	2286.24736802341	2113.12712884089	3824.15339581599
hsa-miR-320a	2061.19356802999	1652.45076928681	1490.7000887764	644.673419870086	1140.05433796262	1977.37829051918	1520.78201042	2122.4458071008	787.040529113552	821.533686918947	767.512694448308	1298.79962995059	1847.80037842952	1137.63334388451	1046.22349074877	956.989458393043	1351.7691408338	1246.80779396652	3055.24976467397	987.129596408431	977.217803430234	841.620349050166	630.759933524702	666.362044017973	1655.37670710723	675.554821755342	948.488962187592	1405.48401034973	688.446944686545	1287.9776949041	1307.57510791757	941.572888211122	1473.95599358449	937.326758673008	1570.93925822609	1253.30263104588	683.922873852895	1422.42035251676
hsa-miR-150-5p	2034.9038871289	4766.12866940486	4289.27447985415	1262.14542961907	4871.72611066416	6995.05411478691	4940.91775807597	4905.56287300617	2266.83552143172	6563.57273042389	6216.70164065287	5477.44391040936	3688.31667420783	3149.12059995617	3413.8288048801	4357.98276437447	6850.87733589664	3440.53646246859	1543.57918920213	2036.81726602821	3613.2422983975	3820.91838828373	3444.62909805107	5254.7406899703	2499.4010150073	908.077764477649	1727.75515241269	4581.1527378319	3491.53527190133	4160.34182267948	3200.39458455123	11046.7783329407	3248.00979343573	1269.22066933154	8472.17530592453	4201.30802256027	6297.47801569581	7932.96989553401
hsa-miR-342-3p	2023.34193322476	3808.40355579552	3057.46953551877	2099.94886134897	5875.32606840732	5246.98758231525	3919.33081880054	2726.92324659528	3152.13205607143	4535.98410728329	4837.90010945749	3797.71480490328	2217.78892956549	4196.12203653954	4435.17922601226	2110.28444671286	4407.04475472067	4612.58734528756	2512.80333125927	2886.8710843706	4504.82156683325	3629.4165120213	2976.280404895	5094.81379940599	3000.37028163185	2096.83411070293	2731.87259488629	4607.43747345588	3570.76829622587	4443.94470368496	3346.12183358509	7252.9352691025	2229.69010326841	4682.98660753363	6543.46144206776	4979.81466943031	4537.53644096713	6327.04030936971
hsa-miR-30c-5p	1852.39018621353	2429.66505331765	2581.60383597026	2627.65621769833	2196.13674963635	2530.5609611485	2082.14449748779	2656.33960813476	2296.61006856086	2922.11301570263	2545.944932602	2013.76614353285	2024.11802613357	2313.14270873069	2558.03975338351	2242.79067941344	1864.2951404971	2595.01001914464	1615.37357009525	1700.10763668479	2360.33880012201	2339.05863149112	1880.9487838042	1576.42220699109	2085.55683823049	2092.70648450076	2518.70799816005	2400.2113846107	2017.80101946491	2138.26577462941	2544.62196389888	2275.06602030822	1884.7606125289	2412.00556317412	3072.8661559752	2469.37709613736	2178.97528299741	2986.27708999114
hsa-miR-376c-3p	1808.61993214785	2661.06172506219	2814.99845700223	2018.34463098567	979.221011401221	1410.72035953853	1263.76149981211	1399.69875911443	305.685350525818	1386.51280847115	1257.85402845895	697.087578785021	2288.05890337707	551.907734012937	2868.17584016565	1452.66092145816	756.424370363991	1498.57532231399	1651.27076054181	1092.92633786879	1783.1585368715	538.029080927781	468.348693156066	951.945777168532	795.016444860709	1906.96330540306	678.760952733555	1690.52352276327	1468.45205081478	1114.42189364267	425.971958714349	421.538118204248	2387.05846509121	4420.38922767193	1803.40194614857	919.754688285282	790.177849878181	1885.22168810592
hsa-miR-222-3p	1805.31651674666	3184.91807915052	2772.20944314637	2741.90214020695	5083.0103122943	2099.35262990616	4219.96130774263	1632.87685045722	3961.99973798399	5613.14056332674	4983.03711274121	1113.20228901266	1683.90851877751	5811.26378754799	6202.7217356428	5928.4270037887	1381.3472732647	4114.20793763727	10326.4251184607	4967.8469903127	5311.93543089088	3004.75562992718	9865.53860099713	7112.93884700327	5608.67765894884	5671.35840178313	4201.58639336722	1136.46896395256	5974.1700340702	1967.72924045651	5080.83658650734	3797.97579048729	1473.04106124832	4255.0501366479	3337.11085201207	6185.35027871852	5423.49342416388	5102.45186239493
hsa-miR-146a-5p	1706.21405471117	3792.33434247993	3119.7081011273	2513.4102951897	1862.95781629651	4365.98435382874	3073.11166474133	4646.23102276953	1901.60107664762	3373.10239695265	2104.48654761401	2840.26921476482	2872.49941727339	2589.09657573716	2168.62075719842	2100.46917021653	2755.71216772605	3134.63461915221	1794.85952232805	2781.99431457511	2350.9537551911	1864.86350931748	1858.28675026439	1408.87975020943	3054.8234627867	1585.00846163371	2221.39948167345	4306.54642091822	2625.25420595304	2671.11435942605	2746.39815486883	2115.95604431936	4637.79201209175	2985.82946731635	2454.47908380643	1836.22453839812	1616.27287475082	2857.37304294116
hsa-miR-22-3p	1689.69697770525	1745.11656607339	959.511219798088	826.922867681461	1186.4420553077	2011.99576969758	1453.04736322009	1715.43449901372	1353.74940947148	1259.78851952486	1336.46990523763	1144.50633143346	1746.46593448782	1258.02498194125	1179.91623993807	883.374884670501	1104.37958073143	1220.17027390245	5240.98980519791	1004.60905804101	1013.58485253748	1294.91744901263	1012.2374981115	1439.34201507882	974.711942671691	1246.54311305568	2159.69394051586	1532.8151090194	998.336106489185	1410.51829363518	1619.81442195325	1429.92342057519	1557.21483617679	1084.42992053998	1765.26353641128	1098.77836868367	1239.14253730897	1648.89760184762
hsa-let-7a-5p	1529.48133074786	1667.98434215855	1813.99486013179	1838.81532418641	1318.49468132654	1860.5152567827	1482.27532742279	2277.89786799599	1957.18023128868	1602.68953667364	2146.81817357176	1275.06709372507	1500.94950159736	1355.42046441413	1998.39568700973	1756.93449284466	1254.50072500367	2156.77985034869	957.258411908295	1349.59843236828	1844.16132892236	1292.63766477141	1382.38404592839	1454.57314751352	1328.65762017817	1073.18281256449	1374.35068941918	1760.03973145301	1331.11480865225	1665.3860809705	1659.04868130852	1417.52524062801	1260.77675925477	1237.6117254593	2217.47610901047	1814.0518807341	1622.25907058324	1753.63214007573
