	sample_FHS_1020_CVD_BC_12_fastq	sample_FHS_1066_No_CVD_BC_11_fastq	sample_FHS_1095_No_CVD_BC_13_fastq	sample_FHS_1120_No_CVD_BC_01_fastq	sample_FHS_1579_CVD_BC_10_fastq	sample_FHS_1610_CVD_BC_04_fastq	sample_FHS_172_CVD_BC_14_fastq	sample_FHS_216_N0_CVD_BC_03_fastq	sample_FHS_21_No_CVD_BC_01_fastq	sample_FHS_2303_No_CVD_BC_07_fastq	sample_FHS_2616_No_CVD_BC_05_fastq	sample_FHS_2768_CVD_BC_02_fastq	sample_FHS_2918_No_CVD_BC01_fastq	sample_FHS_2938_CVD_BC_04_fastq	sample_FHS_3132_N0_CVD_BC_05_fastq	sample_FHS_3170_No_CVD_BC_07_fastq	sample_FHS_320_No_CVD_BC_07_fastq	sample_FHS_3392_CVD_BC_02_fastq	sample_FHS_3464_No_CVD_BC_03_fastq	sample_FHS_3713_CVD_BC_06_fastq	sample_FHS_4043_CVD_BC_04_fastq	sample_FHS_4820_No_CVD_BC_13_fastq	sample_FHS_4912_CVD_BC_02_fastq	sample_FHS_500_No_CVD_BC_09_fastq	sample_FHS_5237_CVD_BC_06_fastq	sample_FHS_543_CVD_BC_16_fastq	sample_FHS_590_N0_CVD_BC_15_fastq	sample_FHS_6077_No_CVD_BC_09_fastq	sample_FHS_6136_CVD_BC_08_fastq	sample_FHS_6355_CVD_BC_08_fastq	sample_FHS_6684_CVD_BC_16_fastq	sample_FHS_6758_CVD_BC_14_fastq	sample_FHS_676_CVD_BC_06_fastq	sample_FHS_6926_No_CVD_BC_03_fastq	sample_FHS_7138_CVD_BC_12_fastq	sample_FHS_7226_No_CVD_BC_15_fastq	sample_FHS_728_CVD_BC_08_fastq	sample_FHS_7326_No_CVD_BC_11_fastq
hsa-miR-320c	16.7097762376521	10.4985526995207	11.8858371821835	9.97385037773691	22.6859639570822	23.0783194522663	21.8049891670958	12.0580382370056	6.94739433013224	14.7223806275834	5.54342720875337	18.5788219245369	17.1390180028245	5.41086013738174	8.55011768071062	9.8152764963389	6.20655893631993	19.7633213378566	69.8000925349798	10.1196883135999	1.17313061636283	9.49910100508088	26.4390391297779	3.80778310867413	41.9289494892292	23.3898818123031	36.9298314503794	7.8969490800112	7.04293549551453	11.8688430376742	17.0482198388967	9.64302884780959	12.8090527065071	1.21572861047083	5.90237293553156	19.0246877487581	1.49654895810262	15.2178388878445
hsa-miR-129-5p	16.5170770059164	3.21384266311858	2.59327356702186	10.8805640484403	40.6315772365652	4.6466415004563	144.748013194338	7.56253269219862	55.5791546410579	40.999034659093	60.4737513682186	5.34459260842842	11.9973126019772	56.8140314425083	51.3007060842637	78.5222119707112	4.65491920223995	3.43709936310549	119.657301488537	33.118979935418	46.925224654513	9.11913696487764	15.1080223598731	45.6933973040896	32.6719086929058	41.2762620217113	28.0479732534527	0	58.1042178379949	13.742870885728	61.6538361297085	16.530906596245	6.40452635325355	58.3549733025997	27.2417212409149	136.320784156569	65.8481541565151	37.59701372291
hsa-miR-98-3p	16.5170770059164	22.4968986418301	67.4251127425683	27.2014101211007	40.6315772365652	63.1943244062057	61.2395440437584	52.3075177877071	63.5190338754948	81.9980693181861	48.3790010945749	67.189164220243	59.9865630098858	64.9303216485809	23.3185027655744	9.8152764963389	52.3678410251994	65.3048878990043	83.7601110419758	44.1586399138907	32.8476572581591	9.11913696487764	30.2160447197462	7.61556621734826	59.8984992703274	24.7657572130268	78.5343251096676	42.8856212812287	42.2576129730872	19.9896303792408	36.4318122584641	28.9290865434288	72.2796545581472	58.3549733025997	32.6900654890979	45.9877344142641	29.9309791620523	80.5650294062357
hsa-miR-33a-3p	16.5170770059164	61.0630105992531	54.458744907459	21.7611280968805	28.4421040655956	42.749101804198	2.78361563835266	45.3751961531917	31.7595169377474	44.7262196281015	24.1895005472875	34.358095339897	31.7071833052253	16.2325804121452	32.6459038718042	9.8152764963389	19.7834066095198	51.5564904465823	11.9657301488537	5.51982998923633	32.8476572581591	27.3574108946329	30.2160447197462	15.2311324346965	49.0078630393588	33.0210096173691	67.3151358082865	38.0436962978642	10.5644032432718	26.2363898727535	30.8269180648542	45.4599931396738	34.767428774805	87.5324599538996	19.0692048686404	54.1998298453827	0	37.59701372291
hsa-miR-29c-5p	16.5170770059164	19.2830559787115	2.59327356702186	16.3208460726604	16.2526308946261	28.8091773028291	13.9180781917633	17.0156985574469	15.8797584688737	14.9087398760338	30.2368756841093	22.9053968932647	39.4197414064964	32.4651608242904	27.9822033186893	9.8152764963389	12.8010278061599	61.8677885358988	0	16.559489967709	37.5401797236104	18.2382739297553	30.2160447197462	7.61556621734826	27.2265905774215	24.7657572130268	28.0479732534527	20.7511070715623	10.5644032432718	18.7402784805382	33.6293651616592	12.3981799471838	27.4479700853723	14.5887433256499	10.896688496366	22.993867207132	35.9171749944628	32.2260117624943
hsa-miR-1976	16.5170770059164	0	2.59327356702186	0	0	13.9399245013689	8.35084691505797	6.30211057683218	7.93987923443684	0	6.04737513682186	0.763513229775489	3.4278036005649	8.11629020607261	0	0	3.49118940167996	0	23.9314602977074	0	9.38504493090261	0	15.1080223598731	0	5.44531811548431	0	5.60959465069054	11.7589606738853	15.8466048649077	0	22.4195767744394	0	3.65972934471631	0	0	31.2059626382506	0	0
hsa-miR-433-3p	16.5170770059164	25.7107413049487	31.1192828042623	5.44028202422014	16.2526308946261	6.50529810063882	8.35084691505797	3.15105528841609	0	14.9087398760338	18.1421254104656	4.58107937865293	31.7071833052253	0	4.66370055311489	9.8152764963389	4.65491920223995	27.4967949048439	11.9657301488537	0	9.38504493090261	4.55956848243882	0	22.8466986520448	5.44531811548431	8.25525240434226	0	8.30044282862491	5.2822016216359	7.49611139221529	2.80244709680493	0	16.4687820512234	38.9033155350665	5.44834424818298	0	0	0
hsa-miR-18a-3p	16.5170770059164	6.42768532623717	0	0	0	11.1519396010951	0	9.45316586524827	0	0	0	8.39864552753038	23.9946252039543	0	0	0	15.1284874072798	0	0	0	4.6925224654513	0	0	22.8466986520448	5.44531811548431	0	11.2191893013811	1.38340713810415	0	3.74805569610764	8.40734129041479	12.3981799471838	4.57466168089539	0	5.44834424818298	0	0	5.37100196041572
hsa-mir-378c	15.9665077723859	0	0	8.1604230363302	0	31.9069383031333	10.6705266136852	7.24742716335701	3.96993961721842	11.1815549070254	2.01579171227395	0.89076543473807	1.1426012001883	8.11629020607261	6.99555082967233	14.7229147445084	5.23678410251994	11.4569978770183	0	0	4.6925224654513	0	0	5.07704414489884	0	0	28.0479732534527	23.8637731322966	1.76073387387863	3.74805569610764	4.67074516134155	4.13272664906125	12.6565639838106	4.86291444188331	2.27014343674291	4.65352074430053	6.9838951378122	16.1130058812471
hsa-mir-30c-1	15.6912231556206	14.9979324278867	2.59327356702186	12.693991389847	4.06315772365652	1.08421635010647	2.78361563835266	3.78126634609931	19.1880414832224	5.59077745351269	8.06316684909582	12.9797249061833	0	5.41086013738174	9.32740110622977	0	18.0378119086798	11.4569978770183	0	2.75991499461817	7.03878369817695	31.9169793770718	30.2160447197462	2.53852207244942	1.81510603849477	19.2622556101319	8.41439197603581	16.7161695854252	0	1.87402784805382	2.80244709680493	15.1533310465579	18.4511354462781	2.43145722094165	0.908057374697163	24.6362862933558	11.9723916648209	51.9196856173519
hsa-miR-320d	15.608637770591	5.14214826098973	11.0214126598429	9.97385037773691	29.4578934965097	21.2196628520838	9.7426547342343	12.4781789421277	18.8572131817875	4.78322071022752	13.6065940578492	15.2702645955098	13.7112144022596	0	6.99555082967233	0	5.81864900279993	19.7633213378566	41.8800555209879	2.75991499461817	1.17313061636283	17.0983818091456	26.4390391297779	19.0389155433706	3.81172268083901	37.1486358195402	35.0599665668159	21.2698847483513	15.8466048649077	11.0359417718725	4.90428241940863	28.9290865434288	19.2135790597606	6.07864305235414	6.81043031022872	49.6831773582674	1.49654895810262	29.5405107822864
hsa-miR-545-5p	14.8653693053248	9.64152798935575	31.1192828042623	5.44028202422014	0	17.6572377017339	8.35084691505797	20.7969649035462	0	7.45436993801691	0	9.92567198708136	23.1376743038131	0	9.32740110622977	0	6.98237880335992	0	0	5.51982998923633	4.6925224654513	22.7978424121941	0	15.2311324346965	10.8906362309686	8.25525240434226	0	10.3755535357811	0	17.4909265818357	19.6171296776345	0	26.5330377491933	0	10.896688496366	11.496933603566	0	0
hsa-miR-589-5p	14.8653693053248	9.64152798935575	5.18654713404372	16.3208460726604	4.06315772365652	13.0105962012776	16.7016938301159	10.7135879806147	3.96993961721842	11.1815549070254	18.1421254104656	6.8716190679794	14.5681653024008	16.2325804121452	9.32740110622977	0	6.98237880335992	13.748397452422	0	0	9.38504493090261	0	45.3240670796193	7.61556621734826	0	8.25525240434226	22.4383786027622	11.7589606738853	5.2822016216359	7.49611139221529	5.60489419360986	16.530906596245	9.14932336179078	14.5887433256499	24.5175491168234	8.21209543111859	0	16.1130058812471
hsa-miR-370-3p	14.8653693053248	6.42768532623717	2.59327356702186	0	0	1.85865660018252	0	5.04168846146574	0	0	0	0	0.856950900141226	0	0	0	0	6.87419872621098	0	0	9.38504493090261	9.11913696487764	0	0	0	0	0	6.22533212146868	0	0	0	0	11.894120370328	4.86291444188331	0	0	0	0
hsa-miR-30e-3p	14.8653693053248	32.1384266311858	46.6789242063935	5.44028202422014	16.2526308946261	30.6678339030116	25.0525407451739	38.4428745186763	3.96993961721842	14.9087398760338	6.04737513682186	11.4526984466323	7.71255810127103	0	37.3096044249191	0	17.4559470083998	6.87419872621098	0	38.6388099246543	9.38504493090261	9.11913696487764	0	15.2311324346965	0	0	16.8287839520716	16.6008856572498	15.8466048649077	9.99481518962038	11.2097883872197	0	18.2986467235816	14.5887433256499	21.7933769927319	11.496933603566	0	10.7420039208314
hsa-miR-338-3p	14.8653693053248	16.0692133155929	31.1192828042623	27.2014101211007	20.3157886182826	58.5476829057494	61.2395440437584	51.6773067300239	27.789577320529	29.8174797520677	42.331625957753	26.7229630421421	41.99059410692	48.6977412364356	41.973304978034	9.8152764963389	45.3854622218395	27.4967949048439	11.9657301488537	60.7181298815996	23.4626123272565	18.2382739297553	0	15.2311324346965	27.2265905774215	0	33.6575679041432	35.2768820216559	26.4110081081795	29.9844455688612	8.40734129041479	28.9290865434288	65.8751282048936	63.217887744483	68.1043031022872	55.8422489316064	29.9309791620523	64.4520235249886
hsa-miR-1185-1-3p	14.8653693053248	35.3522692943044	20.7461885361749	16.3208460726604	0	12.0812679011864	11.1344625534106	25.8386533650119	7.93987923443684	7.45436993801691	42.331625957753	3.05405291910196	47.9892504079086	16.2325804121452	4.66370055311489	9.8152764963389	6.98237880335992	20.6225961786329	11.9657301488537	0	14.0775673963539	4.55956848243882	0	7.61556621734826	0	8.25525240434226	5.60959465069054	23.1720695632445	5.2822016216359	13.742870885728	8.40734129041479	0	29.2778347577305	19.4516577675332	5.44834424818298	9.8545145173423	5.98619583241046	0
hsa-miR-3200-3p	14.8653693053248	0	0	0	8.12631544731303	13.0105962012776	0	3.15105528841609	3.96993961721842	0	6.04737513682186	1.52702645955098	6.8556072011298	0	0	0	0	0	0	0	0	0	0	7.61556621734826	0	0	11.2191893013811	1.38340713810415	0	6.24675949351274	0	0	1.82986467235816	0	13.6208606204574	4.92725725867115	0	5.37100196041572
hsa-miR-1273h-3p	14.8653693053248	3.21384266311858	12.9663678351093	10.8805640484403	4.06315772365652	1.85865660018252	2.78361563835266	8.19274374988183	19.8496980860921	0	18.1421254104656	4.58107937865293	3.4278036005649	8.11629020607261	13.9911016593447	0	15.1284874072798	0	23.9314602977074	11.0396599784727	0	4.55956848243882	0	0	5.44531811548431	0	5.60959465069054	13.8340713810415	5.2822016216359	9.99481518962038	16.8146825808296	0	2.74479700853723	9.72582888376662	10.896688496366	0	0	5.37100196041572
hsa-miR-324-5p	14.8653693053248	19.2830559787115	15.5596414021312	0	0	37.1731320036504	16.7016938301159	34.0313971148938	15.8797584688737	26.0902947830592	18.1421254104656	15.2702645955098	15.4251162025421	64.9303216485809	13.9911016593447	9.8152764963389	13.9647576067198	10.3112980893165	23.9314602977074	22.0793199569453	18.7700898618052	13.6787054473165	0	45.6933973040896	5.44531811548431	8.25525240434226	0	24.2096249168226	10.5644032432718	34.9818531636713	8.40734129041479	12.3981799471838	33.8524964386259	14.5887433256499	49.0350982336468	3.28483817244743	0	26.8550098020786
hsa-miR-124-3p	14.8653693053248	6.42768532623717	18.152914969153	10.8805640484403	8.12631544731303	22.3038792021902	72.3740065971691	3.78126634609931	83.3687319615869	14.9087398760338	12.0947502736437	3.81756614887744	12.8542635021184	40.581451030363	9.32740110622977	0	15.1284874072798	10.3112980893165	0	5.51982998923633	4.6925224654513	4.55956848243882	30.2160447197462	45.6933973040896	5.44531811548431	16.5105048086845	28.0479732534527	4.84192498336453	5.2822016216359	11.2441670883229	14.0122354840247	41.3272664906125	2.74479700853723	14.5887433256499	27.2417212409149	1.64241908622372	59.8619583241046	48.3390176437414
hsa-miR-181a-2-3p	14.8653693053248	67.4906959254903	7.77982070106558	16.3208460726604	32.5052617892521	47.3957433046543	33.4033876602319	4.41147740378253	7.93987923443684	18.6359248450423	18.1421254104656	43.5202540972029	34.278036005649	89.2791922667987	9.32740110622977	39.2611059853556	13.9647576067198	20.6225961786329	47.8629205954147	0	28.1551347927078	50.155253306827	0	15.2311324346965	16.3359543464529	8.25525240434226	22.4383786027622	27.668142762083	21.1288064865436	9.99481518962038	16.8146825808296	37.1945398415513	29.2778347577305	14.5887433256499	13.6208606204574	19.7090290346846	17.9585874972314	32.2260117624943
hsa-miR-337-5p	13.2136616047331	35.3522692943044	10.3730942680874	0	4.06315772365652	13.0105962012776	0	12.6042211536644	0	3.72718496900846	18.1421254104656	5.34459260842842	13.7112144022596	16.2325804121452	37.3096044249191	9.8152764963389	2.32745960111997	13.748397452422	0	0	9.38504493090261	18.2382739297553	15.1080223598731	0	0	0	0	15.9091820881977	5.2822016216359	8.74546329091784	0	8.2654532981225	23.788240740656	9.72582888376662	0	9.8545145173423	5.98619583241046	10.7420039208314
hsa-miR-328-3p	13.2136616047331	32.1384266311858	12.9663678351093	21.7611280968805	0	15.7985811015514	25.0525407451739	25.2084423073287	0	0	6.04737513682186	20.6148572039382	16.2820671026833	0	4.66370055311489	9.8152764963389	12.8010278061599	6.87419872621098	0	16.559489967709	0	18.2382739297553	0	0	49.0078630393588	16.5105048086845	11.2191893013811	13.8340713810415	21.1288064865436	11.2441670883229	2.80244709680493	0	28.3629024215514	9.72582888376662	0	19.7090290346846	5.98619583241046	32.2260117624943
hsa-miR-454-5p	13.2136616047331	22.4968986418301	7.77982070106558	38.0819741695409	8.12631544731303	10.2226113010039	22.2689251068212	21.4271759612294	39.6993961721842	22.3631098140507	12.0947502736437	6.8716190679794	20.5668216033894	8.11629020607261	18.6548022124595	39.2611059853556	8.14610860391991	3.43709936310549	0	0	32.8476572581591	9.11913696487764	0	0	5.44531811548431	0	22.4383786027622	27.668142762083	5.2822016216359	11.2441670883229	25.2220238712444	4.13272664906125	15.5538497150443	4.86291444188331	24.5175491168234	1.64241908622372	23.9447833296418	32.2260117624943
hsa-miR-154-3p	13.2136616047331	0	5.18654713404372	32.6416921453208	12.1894731709696	35.3144754034679	5.56723127670531	3.78126634609931	0	18.6359248450423	18.1421254104656	2.29053968932647	17.9959689029657	0	13.9911016593447	0	5.81864900279993	27.4967949048439	23.9314602977074	0	23.4626123272565	0	0	0	0	0	5.60959465069054	18.675996364406	0	4.99740759481019	0	0	12.8090527065071	53.4920588607164	5.44834424818298	0	0	0
hsa-miR-330-3p	13.2136616047331	22.4968986418301	25.9327356702186	38.0819741695409	0	17.6572377017339	27.8361563835266	21.4271759612294	3.96993961721842	26.0902947830592	18.1421254104656	22.9053968932647	16.2820671026833	0	18.6548022124595	0	19.7834066095198	13.748397452422	0	49.678469903127	18.7700898618052	31.9169793770718	0	15.2311324346965	43.5625449238745	24.7657572130268	5.60959465069054	29.7432534692392	10.5644032432718	26.2363898727535	8.40734129041479	8.2654532981225	26.5330377491933	63.217887744483	24.5175491168234	9.8545145173423	17.9585874972314	37.59701372291
hsa-miR-548e-3p	13.2136616047331	3.21384266311858	0	0	4.06315772365652	11.1519396010951	0	12.6042211536644	0	11.1815549070254	6.04737513682186	6.8716190679794	4.28475450070613	8.11629020607261	4.66370055311489	9.8152764963389	13.9647576067198	0	11.9657301488537	0	9.38504493090261	13.6787054473165	0	0	5.44531811548431	0	11.2191893013811	13.8340713810415	15.8466048649077	3.74805569610764	5.60489419360986	8.2654532981225	4.57466168089539	24.3145722094165	16.3450327445489	11.496933603566	0	5.37100196041572
hsa-miR-3200-5p	13.2136616047331	6.42768532623717	0	0	0	4.6466415004563	0	1.26042211536644	11.9098188516553	0	6.04737513682186	9.16215875730587	3.4278036005649	8.11629020607261	0	9.8152764963389	1.16372980055999	0	0	0	0	0	0	0	0	0	0	0.691703569052076	0	3.74805569610764	0	0	0.914932336179078	0	5.44834424818298	0	5.98619583241046	5.37100196041572
hsa-miR-496	13.2136616047331	57.8491679361345	41.4923770723497	16.3208460726604	8.12631544731303	51.1130565050193	8.35084691505797	15.7552764420805	0	3.72718496900846	24.1895005472875	8.39864552753038	24.8515761040955	0	18.6548022124595	9.8152764963389	4.65491920223995	10.3112980893165	11.9657301488537	11.0396599784727	18.7700898618052	0	15.1080223598731	15.2311324346965	5.44531811548431	16.5105048086845	0	18.675996364406	15.8466048649077	12.4935189870255	0	0	21.9583760682979	92.3953743957829	19.0692048686404	8.21209543111859	17.9585874972314	16.1130058812471
hsa-miR-769-5p	13.2136616047331	6.42768532623717	31.1192828042623	10.8805640484403	4.06315772365652	11.1519396010951	2.78361563835266	15.1250653843972	0	0	12.0947502736437	3.81756614887744	11.9973126019772	0	0	0	11.6372980055999	10.3112980893165	0	38.6388099246543	4.6925224654513	0	0	0	10.8906362309686	16.5105048086845	0	6.91703569052076	5.2822016216359	6.24675949351274	19.6171296776345	24.7963598943675	21.9583760682979	9.72582888376662	5.44834424818298	13.1393526897897	5.98619583241046	0
hsa-miR-487a-3p	11.5619539041415	12.8553706524743	12.9663678351093	59.8431022664215	0	67.840965906662	33.4033876602319	9.45316586524827	0	0	6.04737513682186	4.58107937865293	15.4251162025421	0	32.6459038718042	9.8152764963389	6.98237880335992	17.1854968155274	11.9657301488537	5.51982998923633	9.38504493090261	18.2382739297553	0	38.0778310867413	5.44531811548431	24.7657572130268	0	33.2017713144996	36.9754113514513	22.4883341766459	5.60489419360986	0	50.3212784898493	29.1774866512999	10.896688496366	0	0	32.2260117624943
hsa-miR-185-3p	11.5619539041415	22.4968986418301	2.59327356702186	0	12.1894731709696	3.71731320036504	22.2689251068212	6.9323216345154	7.93987923443684	18.6359248450423	6.04737513682186	0.763513229775489	7.71255810127103	40.581451030363	27.9822033186893	49.0763824816945	10.4735682050399	6.87419872621098	47.8629205954147	11.0396599784727	0	0	0	15.2311324346965	10.8906362309686	8.25525240434226	5.60959465069054	0.691703569052076	31.6932097298154	9.99481518962038	11.2097883872197	8.2654532981225	3.65972934471631	9.72582888376662	13.6208606204574	47.6301535004878	47.8895666592837	10.7420039208314
hsa-miR-432-5p	11.5619539041415	16.0692133155929	20.7461885361749	16.3208460726604	0	1.85865660018252	11.1344625534106	1.89063317304965	0	0	0	1.52702645955098	10.2834108016947	0	13.9911016593447	19.6305529926778	0	6.87419872621098	0	5.51982998923633	4.6925224654513	4.55956848243882	0	0	10.8906362309686	8.25525240434226	0	10.3755535357811	0	12.4935189870255	0	0	21.0434437321188	14.5887433256499	2.72417212409149	9.8545145173423	11.9723916648209	0
hsa-miR-193a-3p	11.5619539041415	6.42768532623717	2.59327356702186	16.3208460726604	0	20.4452226020077	8.35084691505797	15.1250653843972	7.93987923443684	7.45436993801691	0	22.1418836634892	8.56950900141226	0	13.9911016593447	39.2611059853556	6.98237880335992	3.43709936310549	0	0	0	13.6787054473165	0	0	0	16.5105048086845	16.8287839520716	6.91703569052076	0	9.99481518962038	2.80244709680493	12.3981799471838	4.57466168089539	4.86291444188331	10.896688496366	6.56967634489487	0	32.2260117624943
hsa-miR-154-5p	11.5619539041415	0	0	10.8805640484403	0	7.43462640073008	2.78361563835266	1.26042211536644	0	0	6.04737513682186	0.763513229775489	4.28475450070613	0	0	29.4458294890167	2.32745960111997	0	11.9657301488537	0	0	0	0	0	0	0	0	4.15022141431245	0	6.24675949351274	0	0	5.48959401707447	0	2.72417212409149	0	5.98619583241046	10.7420039208314
hsa-miR-337-3p	11.5619539041415	44.9937972836602	25.9327356702186	10.8805640484403	16.2526308946261	14.8692528014602	5.56723127670531	10.0833769229315	0	0	0	6.8716190679794	11.9973126019772	0	0	78.5222119707112	8.14610860391991	48.1193910834768	11.9657301488537	0	14.0775673963539	4.55956848243882	15.1080223598731	22.8466986520448	16.3359543464529	0	5.60959465069054	7.60873925957283	0	66.2156506312351	2.80244709680493	4.13272664906125	23.788240740656	58.3549733025997	21.7933769927319	0	5.98619583241046	0
hsa-miR-375	11.5619539041415	19.2830559787115	15.5596414021312	10.8805640484403	85.3263121967869	32.5264905031941	5.56723127670531	18.9063317304965	39.6993961721842	18.6359248450423	36.2842508209312	8.39864552753038	38.5627905063551	16.2325804121452	37.3096044249191	29.4458294890167	72.1512476347192	20.6225961786329	95.7258411908295	27.5991499461817	0	22.7978424121941	0	38.0778310867413	27.2265905774215	8.25525240434226	11.2191893013811	53.9528783860619	31.6932097298154	38.729908859779	2.80244709680493	41.3272664906125	9.14932336179078	4.86291444188331	27.2417212409149	22.993867207132	35.9171749944628	32.2260117624943
hsa-miR-331-3p	11.5619539041415	9.64152798935575	2.59327356702186	5.44028202422014	4.06315772365652	11.1519396010951	8.35084691505797	18.9063317304965	7.93987923443684	3.72718496900846	6.04737513682186	4.58107937865293	8.56950900141226	24.3488706182178	9.32740110622977	0	9.30983840447989	6.87419872621098	0	11.0396599784727	0	0	0	0	5.44531811548431	0	0	6.22533212146868	0	4.99740759481019	16.8146825808296	4.13272664906125	17.3837143874025	0	5.44834424818298	0	5.98619583241046	5.37100196041572
hsa-miR-338-5p	11.5619539041415	16.0692133155929	36.305829938306	21.7611280968805	16.2526308946261	29.7385056029203	47.3214658519952	25.8386533650119	19.8496980860921	3.72718496900846	6.04737513682186	14.5067513657343	47.1322995077674	0	18.6548022124595	9.8152764963389	9.30983840447989	41.2451923572659	59.8286507442684	77.2776198493086	14.0775673963539	45.5956848243882	15.1080223598731	0	10.8906362309686	24.7657572130268	44.8767572055243	22.8262177787185	36.9754113514513	27.4857417714561	11.2097883872197	24.7963598943675	32.9375641024468	29.1774866512999	16.3450327445489	42.7028962418166	41.9033708268732	26.8550098020786
hsa-miR-543	11.5619539041415	35.3522692943044	64.8318391755465	16.3208460726604	8.12631544731303	29.7385056029203	19.4853094684686	20.166753845863	3.96993961721842	11.1815549070254	18.1421254104656	15.2702645955098	27.4224288045192	0	4.66370055311489	0	17.4559470083998	20.6225961786329	47.8629205954147	38.6388099246543	23.4626123272565	4.55956848243882	0	7.61556621734826	21.7812724619372	16.5105048086845	0	49.8026569717494	10.5644032432718	11.2441670883229	5.60489419360986	8.2654532981225	21.0434437321188	82.6695455120163	10.896688496366	11.496933603566	5.98619583241046	0
hsa-miR-1271-5p	11.5619539041415	35.3522692943044	33.7125563712842	27.2014101211007	65.0105235785043	15.7985811015514	75.1576222355217	12.6042211536644	71.4589131099316	70.8165144111607	36.2842508209312	6.10810583820391	12.8542635021184	40.581451030363	74.6192088498382	88.3374884670501	9.30983840447989	44.6822917203713	71.7943808931221	55.1982998923633	56.3102695854156	18.2382739297553	30.2160447197462	137.080191912269	5.44531811548431	66.0420192347381	33.6575679041432	6.91703569052076	36.9754113514513	18.7402784805382	25.2220238712444	37.1945398415513	9.14932336179078	24.3145722094165	19.0692048686404	67.3391825351724	53.8757624916942	21.4840078416629
hsa-miR-106a-3p	11.5619539041415	0	0	0	4.06315772365652	5.57596980054756	0	4.41147740378253	0	0	0	4.58107937865293	5.14170540084735	8.11629020607261	0	0	3.49118940167996	6.87419872621098	0	0	9.38504493090261	0	0	0	0	0	5.60959465069054	3.45851784526038	15.8466048649077	7.49611139221529	0	0	0.914932336179078	0	0	8.21209543111859	0	0
hsa-miR-452-5p	11.5619539041415	25.7107413049487	2.59327356702186	10.8805640484403	4.06315772365652	15.7985811015514	0	17.6459096151301	15.8797584688737	22.3631098140507	0	9.16215875730587	10.2834108016947	16.2325804121452	13.9911016593447	0	20.9471364100798	3.43709936310549	0	11.0396599784727	14.0775673963539	4.55956848243882	0	7.61556621734826	10.8906362309686	8.25525240434226	39.2671625548338	12.4506642429374	0	11.2441670883229	2.80244709680493	70.2563530340413	11.894120370328	14.5887433256499	10.896688496366	8.21209543111859	0	32.2260117624943
hsa-miR-10b-3p	9.91024620354985	9.64152798935575	0	0	0	9.2932830009126	5.56723127670531	1.89063317304965	3.96993961721842	11.1815549070254	0	5.34459260842842	5.99865630098858	16.2325804121452	9.32740110622977	0	2.32745960111997	3.43709936310549	0	0	0	0	0	0	0	8.25525240434226	11.2191893013811	2.7668142762083	0	7.49611139221529	0	0	2.74479700853723	0	0	14.7817717760135	0	0
hsa-miR-188-5p	9.91024620354985	0	0	0	0	19.5158943019165	8.35084691505797	6.30211057683218	0	14.9087398760338	12.0947502736437	4.58107937865293	23.1376743038131	0	0	0	3.49118940167996	0	0	0	0	4.55956848243882	0	0	0	0	0	8.99214639767698	0	3.74805569610764	2.80244709680493	4.13272664906125	3.65972934471631	9.72582888376662	5.44834424818298	4.92725725867115	0	0
hsa-miR-941	9.91024620354985	9.64152798935575	0	5.44028202422014	8.12631544731303	6.50529810063882	5.56723127670531	4.41147740378253	0	14.9087398760338	12.0947502736437	6.10810583820391	8.56950900141226	0	27.9822033186893	0	1.16372980055999	27.4967949048439	0	0	9.38504493090261	0	0	7.61556621734826	0	16.5105048086845	0	13.1423678119894	10.5644032432718	3.74805569610764	11.2097883872197	4.13272664906125	9.14932336179078	0	10.896688496366	0	5.98619583241046	0
hsa-miR-136-5p	9.91024620354985	3.21384266311858	5.18654713404372	16.3208460726604	0	14.8692528014602	0	4.41147740378253	3.96993961721842	11.1815549070254	6.04737513682186	3.81756614887744	13.7112144022596	0	0	0	2.32745960111997	10.3112980893165	0	38.6388099246543	4.6925224654513	0	15.1080223598731	7.61556621734826	5.44531811548431	8.25525240434226	0	8.99214639767698	21.1288064865436	14.9922227844306	0	0	20.1285113959397	9.72582888376662	2.72417212409149	0	0	5.37100196041572
hsa-miR-380-3p	9.91024620354985	25.7107413049487	25.9327356702186	38.0819741695409	0	4.6466415004563	11.1344625534106	11.3437990382979	15.8797584688737	11.1815549070254	12.0947502736437	6.10810583820391	21.4237725035306	16.2325804121452	0	9.8152764963389	5.81864900279993	17.1854968155274	0	11.0396599784727	23.4626123272565	13.6787054473165	15.1080223598731	7.61556621734826	0	16.5105048086845	0	20.7511070715623	5.2822016216359	8.74546329091784	0	0	25.6181054130142	19.4516577675332	2.72417212409149	11.496933603566	0	0
hsa-miR-6734-5p	9.91024620354985	0	0	0	0	0	0	0	0	0	0	0.763513229775489	0	0	0	0	0	0	0	0	0	9.11913696487764	0	0	0	0	0	0	0	3.74805569610764	0	0	0.914932336179078	0	0	0	0	0
