	sample_NEB_Lib_41_fastq	sample_NEB_Lib_42_fastq	sample_NEB_Lib_43_fastq	sample_NEB_Lib_44_fastq	sample_NEB_Lib_45_fastq	sample_NEB_Lib_46_fastq	sample_NEB_Lib_47_fastq	sample_NEB_Lib_48_fastq	sample_NEB_Lib_49_fastq	sample_NEB_Lib_50_fastq	sample_NEB_Lib_51_fastq	sample_NEB_Lib_52_fastq	sample_NEB_Lib_53_fastq	sample_NEB_Lib_54_fastq	sample_NEB_Lib_55_fastq	sample_NEB_Lib_56_fastq	sample_NEB_Lib_57_fastq	sample_NEB_Lib_58_fastq	sample_NEB_Lib_59_fastq	sample_NEB_Lib_60_fastq	sample_NEB_Lib_61_fastq	sample_NEB_Lib_62_fastq	sample_NEB_Lib_63_fastq	sample_NEB_Lib_64_fastq	sample_NEB_Lib_65_fastq	sample_NEB_Lib_66_fastq	sample_NEB_Lib_67_fastq	sample_NEB_Lib_68_fastq	sample_NEB_Lib_69_fastq	sample_NEB_Lib_70_fastq	sample_NEB_Lib_71_fastq	sample_NEB_Lib_72_fastq	sample_NEB_Lib_73_fastq	sample_NEB_Lib_74_fastq	sample_NEB_Lib_75_fastq	sample_NEB_Lib_76_fastq	sample_NEB_Lib_77_fastq	sample_NEB_Lib_78_fastq	sample_NEB_Lib_79_fastq	sample_NEB_Lib_80_fastq	sample_NEB_Lib_81_fastq	sample_NEB_Lib_82_fastq	sample_NEB_Lib_83_fastq	sample_NEB_Lib_84_fastq	sample_NEB_Lib_85_fastq	sample_NEB_Lib_86_fastq	sample_NEB_Lib_87_fastq	sample_NEB_Lib_88_fastq
hsa-miR-122-5p	59675.2342361906	89584.9805527088	35876.3647906216	9361.15254220952	6090.66767073968	40043.9232363288	1778.86769094571	12893.4264871413	29439.0147479155	19521.9561000012	30320.9950217504	87590.9722759384	47266.5140769754	27512.6749592437	86546.9525448046	7989.92260433858	9909.58599281528	150261.859779045	12421.600281676	19257.8754790937	17686.745004048	36973.9971395808	30355.11852236	18875.5290426231	44735.3820593025	56769.9380014479	61423.0845457469	64288.1940727513	46382.609397464	15531.5377024094	28845.815457166	24533.6338968558	34374.6596083045	63865.1804106318	29349.3640581975	17867.2000246979	142603.673707989	13496.8777394184	16326.8107065779	11702.3272185302	26646.7886380115	33662.5172571596	47438.3402320657	55836.9644687042	15364.2194441923	126089.052676978	18854.2023399066	4869.53247130853
hsa-miR-486-5p	7878.37531899296	9516.22164885354	11626.6113452084	47966.2959079267	55459.2944158966	33592.6286122414	41880.3211430201	26992.5391504473	15049.9665973244	29906.615247499	137639.309850234	19218.4213273335	23174.0790503405	115094.833855497	82462.7391134636	82123.9347792917	48617.3352051556	72519.4358427755	43422.8843546801	28684.6767264267	22062.4168103665	38064.3722123402	52294.1444278827	26886.1486983333	156250.093719166	25802.2421965542	32189.9339213657	30836.8564600311	27556.4822962611	45268.725990258	88374.6524745095	83173.6930549575	46702.1763283446	47523.1275913651	18962.288674461	24567.4000339597	32873.5404832802	26061.4231718271	23544.5895823254	54888.2156255423	42185.1792942926	40838.8998488677	33012.6414752691	17079.4880979995	25069.0009855278	9831.86386480981	48129.9111998466	8556.79114350531
hsa-miR-148a-3p	5994.57782555506	14771.3073062323	6827.06569481862	2885.12320424574	4166.63728240443	13372.9181985154	1303.674492067	6290.46446518969	2470.58239044768	3031.01068401472	4160.9738733504	3851.79488835502	2794.77369633798	7258.15902033163	6565.48965667593	7417.74189871042	5822.11147235416	7203.51183830995	1403.1735411974	3010.92864521486	4509.96446001637	6392.08423713828	12135.5229342482	12277.2618541778	4593.8886106471	3020.38116745568	7249.760503511	14434.4295431333	10997.41673036	3755.9377867435	5619.86176830354	6504.93648993218	9881.27137659848	2440.69329812704	10274.2231485618	4177.92224116221	14316.017744146	5646.2457116265	5751.30298133108	2138.13166823875	11877.9061909381	13911.0011267627	12546.2990088148	28980.5709789091	10852.0369914541	4690.21204391877	8311.14381455033	4499.71431417327
hsa-miR-30d-5p	5167.15975496002	12679.4742223597	9197.28466748646	9545.04601498792	5835.56117144169	7536.90363910443	885.58732518305	8784.16653774267	6138.27016422277	6492.61102474096	4205.30568337076	2947.61063302661	1512.66165690887	5473.6695170246	7938.13065639459	4560.34599175358	4547.74446921947	4408.42548204426	1170.17904780748	1202.56128054373	5599.1254511108	5020.25646179389	5779.91699524913	6172.71775803838	6932.51920118281	2312.50726196399	4221.13882429304	8517.10894133244	3511.11456430438	3335.00945789578	5834.48242030242	6309.32814029389	4153.97686425724	3553.55290485408	5831.93111188248	4330.52026664961	6172.9483045567	6980.78213439249	3711.48098968251	5373.83759284005	5807.34142941097	7555.2950157093	5424.38405185224	9204.61619094878	8732.63744275656	3235.8525595857	6719.15867280684	4287.23791868838
hsa-miR-21-5p	3916.2145193326	9891.59547032166	9510.05245997465	3869.32019435098	2494.95382786996	3724.66161675092	349.145687843635	5529.47723826079	4280.24633416206	3261.13141653073	1921.80850228497	1976.58883722956	1150.18642498236	1532.02430559146	3954.73088580868	3628.19566212488	2565.02981613126	2711.73576346617	816.131549471955	745.189754877825	6050.85373718708	4958.9700631918	4111.85828073375	5894.23478065875	2505.07583005191	2113.49220772643	4191.98089268064	9262.34941440744	2652.53427244129	1822.78546166508	5424.43700070705	3131.77917172521	5211.42408992876	2538.57131173075	5204.82291538573	5511.61134253185	4926.60841818791	8259.00828995357	2522.92869715591	2985.40197730616	6439.82415934682	7488.11707564693	7481.27824633896	12659.3637781034	10402.4191759565	5249.24649390167	12275.3273047339	5576.92022616643
hsa-miR-92a-3p	3804.17233294677	6446.40596198302	7408.83642584008	16405.6197144317	20551.557422112	15134.9195549031	914.880056620779	10854.9663064139	7120.79506824293	14967.9207158883	9974.49366856688	2534.5696526025	1538.27828107329	13994.8007679078	23980.7345094297	6291.35704602174	12047.2841992707	13878.3472840336	2289.26852094705	2081.10078103127	7098.39132403592	11789.789395536	9869.94707019903	11546.4316233178	30686.6540908041	5537.86201821524	7660.29572903915	13995.2193783933	7652.83843452294	11407.1329658397	15515.8733967437	20391.8508283055	13022.0247042677	13493.757930242	7454.47385174796	6544.07370572838	9949.5034060966	10799.3115604809	6694.69920774618	22365.0473059256	11468.8832684796	15402.2552559828	7058.2873734507	6000.18204613989	8274.03475833978	5319.52641861287	12058.9973120108	3816.64301338861
hsa-miR-423-5p	3341.24430740988	4863.44908665443	3342.72936241902	4005.35098243363	4257.70294381249	3270.68470416531	12576.9378029505	3133.0308495977	2710.79625213523	3092.01679682723	11160.4922761227	2958.1244034374	7868.14611210091	10967.5879492243	2535.77861068064	14800.4075855816	3741.10188105654	5008.29717264686	9194.17097240057	6047.80316853477	2184.54262282335	2776.18671961502	6871.80702522813	3120.12413609178	5550.57386119966	3262.29767051091	5280.54367287674	5114.77815741208	4500.39420610384	2094.4958115033	5484.69074897009	5016.77884954675	4595.3423523517	3745.28654794079	3463.39618294826	4271.86264413567	3949.7077294615	3299.81547818747	3085.98132765134	2282.00417249268	3606.34633320564	4370.53188584701	4456.84711007492	4494.99813549518	3976.36605104716	1656.04226501896	5248.52193168737	2295.8893749579
hsa-miR-151a-3p	3097.65201673369	5369.66411804745	5887.88198983197	5225.68515378379	1436.81376888271	2146.55139681047	1797.2126338663	3841.89566372325	3332.07544776498	2455.28322868184	1898.25211614869	1865.44326431544	1976.32255428483	2130.87520119667	2289.1001845205	4878.224161547	2606.2894198241	2304.13873579883	2042.93216410883	1045.07583437117	4350.05740370585	3929.0100184382	2368.00052195798	4351.53770196447	2595.64603245532	1252.48396409387	4234.23876458266	5900.8436613315	2239.35568231987	1330.3413850002	3897.03114318957	2459.295564472	2375.00816940069	1984.37616621206	4353.76140391294	3762.90853600718	3299.20219233095	7106.76156102207	2625.17713340676	3468.71476240226	3136.27799968189	6839.65166495537	5853.47256816039	8157.94264372102	8486.95743324757	2803.41354401744	6656.4484255045	4309.34378602769
hsa-let-7i-5p	3001.78086755818	5022.8240293652	4946.68610765198	5477.04639263217	6641.35429662815	5567.59170236631	4105.12480774796	5052.32024105194	2801.96652967341	3051.86626211574	15847.8859452131	4320.4086552362	4095.45778828629	12871.2013896787	8872.07471048364	22164.8774875611	4891.51671343333	9925.82428684728	5453.56803732077	2869.73479692222	6627.26927598147	6761.98105524141	7921.23999560557	5483.26336600381	12631.544221951	3680.58679648327	3872.72267046086	9830.12169427446	2316.45022974777	2767.33774338863	6136.81759963997	3554.44662525736	5854.51931246324	4223.72679251962	2640.35315744988	3268.72909219611	4907.18790666796	5438.16828281079	2722.10727851033	2696.51663190856	5205.66142982914	7899.2364548122	8163.94919443503	9147.08447234514	8704.46613499953	2548.84912617101	8710.7180364037	2579.3646149561
hsa-let-7a-5p	2896.66912569106	5918.60582703176	4821.67959951637	3837.88634879565	8089.359636694	4274.11780063429	287.897249382929	4851.64895175905	2725.19851336953	3004.62199335629	1560.44699551382	1429.87277586819	788.351608659956	3622.40167643785	5643.83226749141	1740.87623884796	7324.09973451699	15048.0970807086	2114.84806220823	2098.90086019637	5097.41858660336	9680.63686734138	9051.66920209672	12641.4978653926	10317.2056393447	3993.40986077884	6459.96087766219	10015.670934719	2236.34417656097	3129.61820983958	4884.81936139558	3167.83247538403	8493.99821362438	4187.30186964883	3561.46088385871	2919.20904826905	5925.70397722284	5652.6433245672	3370.08100958322	8658.10286332891	5961.91513082386	8634.94906494076	4430.77747516381	3518.51879039149	4230.09500562958	4190.01127683743	8749.26719275406	3314.18965221749
hsa-miR-451a	2893.58892812718	4513.65213447106	3591.23324579524	15895.6685475132	21351.0648703326	10642.9593529914	13417.2545431843	7229.14173576638	1840.0540362271	5946.25162836665	145261.436625469	4931.70930626388	5045.19412918207	46169.6807392319	24770.8615755978	70083.148160165	13359.7903318694	13500.5859799251	6710.63190319404	4282.27667236269	18280.9991446619	17756.7900101428	22806.3972474393	15414.5365970366	69099.666209817	6594.90604880636	12919.4991766054	46205.7489199733	7037.88895855506	10924.8347219101	33352.3159301312	12908.6168929928	15077.0102171971	14083.707601278	10599.9380480143	6977.16983586892	20869.0532027361	12775.3284596487	10128.4281533178	9578.44976141301	25206.1542735148	59599.4512319401	27801.8075005786	32168.7641122461	22122.9934962652	2750.3029820207	30848.5551599742	2747.88934478989
hsa-miR-26a-5p	2730.5951403723	4653.8074644245	3963.73754871041	2277.69425842739	1564.36701853171	3011.96220850068	70.4209099210043	4122.88285274494	2155.05395166337	2091.37467202121	1098.6436756338	669.87737188783	423.955129921114	1512.63704638122	2646.35859482139	1859.03922748151	2750.0045940315	2485.83671366293	762.764095678733	580.463598536411	5302.36430084116	4002.20514852221	3229.61497443701	5020.19698329402	2951.47896342103	1388.33855201652	2662.66850854644	4684.80347522813	1544.30015316518	1278.86984331865	2745.27807904652	1992.13680004173	3249.89652092456	1769.40208153909	4137.3964288883	2865.84384282403	4135.42657071955	6598.87000681811	1973.94380453393	3891.96980463938	3686.99348176889	7670.54303810612	6161.00588846774	12174.2438478682	7876.64149343496	3214.56254981977	6841.62689927553	3762.28858663667
hsa-miR-25-3p	2651.53673623293	4963.39107299254	2786.11084631418	6284.57859918079	8749.66233649958	9427.64264866427	914.880056620779	6698.91464552139	2693.88350499772	4709.95565848721	8785.87768477368	1274.41917050857	840.225272592902	9943.94066292363	11937.1250401286	5565.71791359677	7891.67932481259	8475.55554432989	1639.42214762349	1727.5127677856	6215.51775398281	7080.7574650319	8389.70687358207	8698.78775223719	28254.9041365391	2077.14514692257	7430.20161653263	14996.9543897298	5311.69385755216	5609.90312461953	15109.5605102266	10711.1552501281	8899.20048798553	4184.17334866607	8244.05035233246	4563.38661768241	11407.5105482753	6184.49069815262	5794.53554162506	6228.90020398726	11233.1023688606	15498.9962966809	8917.14071425674	9056.97897367084	7406.15257617718	1598.81105597075	9585.70923050047	2577.80420079097
hsa-let-7b-5p	2620.86310215937	4264.38854132601	5058.86498618012	8522.84364367118	11887.032791508	9326.34316053849	9981.72015203815	6036.48616280246	4583.48660510427	7161.69202014507	17645.2872832158	7849.65608706003	12747.4725998184	24680.1963886275	13366.0011599872	20808.7434473252	8556.2363197543	13062.521784814	7819.47092026967	7359.88019038241	5184.99544886954	6489.44537842463	10148.1967263448	8870.50820249207	21464.2982458771	5218.18663917796	7818.55145931222	11258.515009968	5458.95648916249	5829.89447344118	11803.0694219159	8699.84116090615	8783.52177417598	6821.74000292293	4117.16085568456	4057.29923546625	5863.03610811644	4490.16605159396	3985.28720487773	4484.65990307517	6296.26476757566	9630.11994446944	5449.30485539439	4797.19105742381	5652.26872619829	2238.65597312972	8363.53809043496	1865.34509989641
hsa-miR-191-5p	2619.4513449426	4576.63332704507	3053.2273687287	2506.16464807346	2704.98742404679	5006.49508482689	960.446527746134	4556.44655924553	2570.20904155462	2616.73661561354	3280.22676947721	983.788517010154	821.012804469589	3581.47301810511	3002.6718770527	3617.6727985731	4296.54629379542	3125.96295192439	2295.45133571578	1618.29872273873	3649.32053223069	4121.00200647603	4605.03180921285	4387.12521100606	5183.7945315991	1496.78388097231	3715.31209762583	4709.46641159943	2828.40620876119	1960.86777059926	4361.9981209362	3339.91668362791	3889.07043112651	1697.44609893545	5720.44088644263	3972.84107974129	5048.35380973317	5494.73219986797	2565.47502633412	5555.1511583067	4219.41400885775	6639.43977203244	4996.09088033799	8636.91484644995	6574.6778316142	2144.56786545446	5952.17977154738	3201.44972878701
hsa-miR-146a-5p	2215.17541468443	2326.75588903719	1342.12218795093	1911.76924797317	460.540819646144	1009.94619625272	1053.35478705368	1641.14524313092	1066.29585468568	1167.48674961417	2530.51206348708	911.694091336127	1717.59465022421	1024.5089422656	1060.11865137786	3404.14635900152	1210.917360481	1177.32712329321	1777.39654035718	1090.3302729265	2923.60961820818	1403.9232589725	1212.78470816648	1492.10278873154	598.603059593394	1034.99745272648	1464.44655076459	2264.5823022127	975.727865884398	628.05179224898	1146.95409304245	1127.62460379721	954.403851600113	878.667464588494	1370.57093891503	1323.10426723178	1289.26084880365	3348.1780500211	1626.71085995052	1265.10875107833	1432.23361985473	2053.67409253299	3243.81374191433	6152.77414827364	3710.65727123915	1162.02246851482	2170.62969639689	1904.48548853837
hsa-miR-320a	2169.54998826958	2780.90548228119	2484.09562570285	2390.04926388213	2578.30292649877	1809.18668567198	17167.7104544674	1720.00013583417	1461.93962431151	1783.8613010419	6164.22094668753	4004.05681341136	6487.94374930888	5114.68210064831	2364.60541585688	10117.4775409939	2554.48376896887	3781.53325520268	9510.47075951649	5649.41326111932	1580.17994117835	1847.25725454749	2696.82285267624	2222.36133269933	3427.17246026058	2867.0482114962	2490.25639118619	2209.55421864949	1926.7613845458	1542.20781898911	2613.19528648613	2362.72725940003	1656.06459998983	2296.14817986374	1926.75734278905	2232.73845095363	1556.57847796066	2056.87483540943	2014.17410369638	851.974198737533	2150.88309872231	1901.19178552796	2316.64054842735	1824.13168395616	2355.70472101826	2119.15720863706	1928.15346690616	1195.36394016366
hsa-let-7f-5p	2052.82333475536	4662.23452540271	4240.28615171866	2495.65019102359	4593.29677011256	2481.49101760394	255.053883831537	3535.67648850357	1914.44369746478	1915.3081929507	1738.26499363978	948.492287773912	402.180999381359	3179.07968249701	4218.26409587631	2295.29961223248	4891.16999407457	9862.67989836279	1408.38012205527	1212.21556076887	4580.12962717322	7668.49693219459	6503.84584201464	8637.47433304506	7206.02921638781	2557.10510557034	4346.22212512302	9650.13473309665	1477.44472531755	1939.58626778861	3443.79498368883	1933.58214374478	5609.21944099514	2598.46014197228	2329.81493790014	1953.34293318985	4157.45824345227	5013.8966299066	2206.91926834038	4600.30906930835	4391.53593241172	6931.34534700831	4989.06533465855	4886.80106761252	4506.56690966369	3712.24514370299	8059.79381359338	2959.3254641647
hsa-miR-22-3p	1806.7925543411	1936.44990688837	1279.74469495771	1316.71669430728	980.258988288097	1458.3800451926	3955.40640262179	1195.02477354589	914.345392122042	1182.95108983874	5162.44745617204	1711.49162615736	2033.95995865477	3763.28242669893	2072.35081389704	4674.78213287921	1210.74400080162	2363.17873903182	2240.78223670809	1360.04672671629	1482.70799123622	1459.54574869904	2280.20795803611	1528.1190629423	2786.68318123337	1592.71628735629	1277.87804631716	2796.04234384793	1242.54727612316	1150.19098911476	2047.56100292097	2164.73240266375	1348.93144238939	1458.78464110725	1507.16105804029	1512.74921220167	2421.19923453809	1925.37147866365	1416.72413852261	1245.43793973053	2292.84323762458	2737.59118894619	2783.97189357544	3154.97705337769	2702.19932744512	1311.28146171255	2650.72957671805	1575.75823775146
hsa-miR-140-3p	1610.6866427746	3218.54592097723	1517.18160377062	1918.23125803507	2227.27597464021	2981.89108822257	1780.05123565026	2445.48884070988	1011.59368816277	1074.55883358582	7690.50572943658	934.223599359261	727.512126269464	3365.62819889777	2318.71419736731	5708.65347684181	1793.92596224157	1967.2634232341	925.469747487337	871.298790318688	1993.5323633403	1891.74556443321	2571.89035620274	2284.88958653746	3408.97844609124	879.479700762394	1994.99413249449	3438.53807348673	1687.04552613716	1128.4145676341	2261.1152168975	1626.23412248304	1988.10535259133	957.32742072663	2422.04245423258	1239.74869839618	2667.30117884137	1638.0707459876	1639.74925115029	1504.67452599521	2681.14432329948	3184.64295465645	2682.16775995646	4835.23356226125	2789.42742986889	800.779077002531	2492.32512086993	1178.11269467142
hsa-miR-126-3p	1529.31809046232	2382.04923650828	2646.26453137777	1764.01922130369	1343.6017787546	1387.4288305272	252.686794422427	1818.5983667205	1605.12540802002	1361.99693720939	1354.16503080652	843.354583665957	610.956486321363	1236.90713761335	1972.48228121152	1588.07549102312	1470.78351987413	1312.14039270758	619.583122087162	649.250345140518	2917.66341760167	2345.43918820792	1869.07010404138	3213.16617780291	2798.37933319938	1207.19910145299	2472.08550626832	3449.24283735853	1076.91445938352	1367.95520392134	2159.53699526821	1569.46934650958	1917.52173060584	1466.82940934865	2735.69383889059	1910.56256188269	2090.23455081989	3415.14161102153	1451.72192542726	2191.91755820422	2049.78169264924	3527.62299211266	3626.24203031377	4571.70709363338	4825.99771821766	2036.51534277145	3675.67563165304	2376.77084251702
hsa-miR-223-3p	1528.80472420168	3340.07301087357	760.099934780307	651.239183526124	1167.29620532148	5326.05270400345	67.4620481596176	3224.71891211995	1126.54751636308	997.379007143958	555.210934350969	274.109014281455	92.2198469919039	1045.18868542319	1108.00514023653	870.766958909972	2697.47661117886	928.222510721917	151.641667485618	427.805292476419	2096.3558938283	2172.90781015275	4099.38502028584	3545.4591839141	667.280464727105	466.553255892246	2708.30701020063	3568.04472660243	2092.39420128543	922.528400907879	1691.10409394892	1754.59411139601	2207.69884321286	342.796513397444	6290.53924689423	1873.07460764446	5077.7293733768	1306.29673921278	1486.03348121614	1486.049023463	3879.27719246367	4782.97319227648	3537.69364325976	9139.56038793445	1904.04347179079	406.570509078472	2219.90203356301	1482.1333878438
hsa-let-7g-5p	1427.02986302875	3048.23058331229	2327.83749053334	3208.99038650049	6018.30573103496	4510.80661830713	714.269229198758	3096.54516063535	1636.0440238808	2608.08226007502	7671.20257968602	1242.12687567542	933.085535188916	8812.15555302803	8447.08212186292	7127.48624574043	6192.06102815465	9802.69272930253	1900.72742442811	1571.23410664118	6438.45453672236	8116.96233239187	6578.92527509536	6285.4829975316	15746.6193622298	2647.97275758	3844.83247500553	11217.1232563304	2191.17159017743	3026.92258581147	6059.76745252485	3869.46556219118	6224.86547720193	4002.94259745008	2914.70083261601	2040.00626269353	5398.90220254712	5314.38715490092	2733.77320747855	3633.87355526443	5439.76218051968	9359.36520572072	7400.41819229263	8335.12565587994	6255.90216975225	2123.96463019711	9173.51151730701	1902.01483277692
hsa-miR-423-3p	1334.75227767776	1635.14551612348	1993.8160764406	1588.99732166112	1130.50199869197	1209.49648749914	906.595243688896	2065.23214730362	1272.41996042417	1350.07946400881	1227.22228329433	1401.33539903889	1365.36606796347	1753.0390605882	1475.65995930279	2145.78725926757	1013.46068566527	974.949358200435	1206.6251138126	743.982969849683	906.018012413837	1012.24217596342	1327.92249691647	1284.58044685048	1013.66650372028	851.474588339744	1056.02421883154	1010.86554522721	991.387695830691	723.571095561866	1075.50274554469	1266.7238746511	1058.75432978237	837.102828674593	1193.50967338228	1224.31248194514	978.206269332793	1179.97911278016	847.495427985191	747.300775067978	1060.73402346384	1133.49254144602	1061.78529985427	1143.29380191618	1131.53192950996	889.144063772965	1077.27246258662	1035.85493661728
hsa-miR-24-3p	1297.27654065065	2012.73698521746	1211.83371468283	805.232169068965	702.46272823523	1675.11383374079	296.477948490951	1257.8085889681	970.633128689093	877.636776414299	716.506744978564	814.066223235883	674.998046732407	940.497485687894	1010.65694906988	900.581738973354	1167.4040809562	1101.86957905425	411.31988777215	675.799615759647	1369.45573968449	1516.76575118535	1892.09766179138	2595.74433418986	897.904589390091	869.946045469577	1496.35124405062	2164.46127541175	1217.85292890016	784.446091973706	1114.42773336063	1243.19973325669	1409.9296342287	760.677530381291	2413.48125018484	1315.60667638413	2085.66501869755	1529.17040941115	1115.12556313841	1116.95998348792	1837.70956124218	2337.407753512	2392.66225497747	4070.71318043415	2277.47708624445	1009.5585276104	1704.37493561001	1598.64431217334
hsa-miR-99a-5p	1207.82246973321	1331.62347773275	639.998108553438	503.379631262372	382.659748946996	1029.20834242165	140.250047489731	557.946737054036	697.386557748575	663.406008165739	899.395909564416	1069.02515569768	1193.09427045776	1127.4768300711	1735.09761440224	334.320144093078	641.084094353433	1776.88309195338	489.093189336662	650.45713016866	689.484830327453	861.059377516083	742.15899665093	1202.90068212251	1263.03446166211	992.096003908799	822.76076593238	1108.57275272373	1097.39269854406	868.582265876249	655.859383748124	1457.72967488614	938.936452955145	995.093138304315	780.042432440426	554.601205347988	1459.14952520929	390.536222551704	547.440872611487	322.335227496259	910.827402407616	829.449270680711	723.763762447477	548.432347837321	403.663954671336	811.080694631209	456.787142281814	351.353256181256
hsa-miR-192-5p	1094.75355082608	1370.80191912269	735.576525236601	313.681301987692	437.391131308405	634.680787436535	817.237618495016	365.923029885333	570.27669254317	438.818388207149	1751.3518748266	1800.48318284874	1232.15962230849	1810.1237682628	1526.69687506005	1900.25377639266	322.449003649915	1362.02445961032	504.387520606671	452.242689296299	441.482525031218	664.274851198948	763.027720861864	495.866918151731	1244.29062838326	748.094013758256	715.425771301242	1417.6465723556	1018.19009708492	501.352612725151	945.13069731183	685.012769517622	660.958978715988	732.744307320873	518.731136165172	342.904522590903	1431.24273974785	327.715609138429	451.02540084475	325.091041646434	663.6588267184	827.646642593169	777.184421104315	1110.90353609946	538.156211305399	1387.28450732857	718.826389938019	165.794005044819
hsa-miR-100-5p	952.166071931854	1435.70507297243	764.753094539882	291.776183133803	464.220240309096	950.21968546994	97.0506657734849	595.972406394662	555.081646286806	619.708606430271	581.384696724615	1307.08695714212	922.838885523149	1309.93248063859	975.214646460669	472.432728210219	583.87540015748	742.262286635111	317.926843634011	532.192197410722	525.552653606371	753.009423582541	1443.54002645291	1066.55335832463	758.300519129206	1343.35161610354	949.956960357468	809.678953636618	1043.18559488381	1048.23774309168	1089.3664398353	1032.76094665236	755.070474696643	1113.97693564945	815.454685546975	458.23511121794	1418.35013125981	441.604392809602	428.379774024094	219.894963569087	1413.75198164232	1004.42437037806	764.856576798891	329.683357165718	322.051395322065	812.912093320752	471.243075913198	223.399294640784
hsa-miR-143-3p	901.214470562809	3357.51850553022	1900.7528812491	551.132790363851	953.889806870276	2628.79793398932	271.623509695302	1591.86587102593	736.233023830061	894.945487491335	2640.60545147123	1124.22245035435	509.770820871913	1238.1996215607	884.009787746289	1798.09430941077	1327.93514406363	1068.08733121505	206.310766493309	480.300441200606	1112.39691346449	1268.42513125746	2386.71041262985	2800.69408505586	1127.02920739077	637.563197707156	1315.91013102898	3082.76209774751	1694.87544111031	774.052799903392	901.140128889699	1397.64083545477	2319.23839400475	569.390818863551	1986.97763035211	1082.2992905956	2513.56906243972	698.382593261978	1098.31290080186	496.236603179677	2542.62537831353	2637.36506727889	2111.11019793746	4837.25221905436	1413.24500708026	685.400959561343	1311.62147117426	1065.5028057547
hsa-miR-378a-3p	820.402065032896	884.939964829094	460.327453332371	396.409634192547	581.501773940687	799.494546503025	2432.13505349721	636.347532979075	307.556544951263	405.146797259473	2493.21445210463	782.274584136573	1537.42439360114	1380.01383245042	708.636023724395	2264.38870054912	590.578641093571	1153.54273696405	1369.8731177939	1373.32136202585	585.898966428361	653.431128223539	993.223341564086	684.952357758227	794.03876124755	732.204588270228	702.748409730636	852.567974900757	806.78239280997	500.775207610133	829.377736968749	551.368372030546	591.755077736386	442.015321708047	569.514641993795	505.940370630908	839.43393071262	358.294507995945	594.962377379078	283.247012998383	918.854780621088	635.486488461258	1031.78312679555	1249.18152642752	759.346213517299	556.134735391124	587.840700226422	322.962387343515
hsa-miR-146b-5p	738.990732198897	2340.9488338426	1269.4322868419	900.190859300574	497.948263052821	725.587031226572	176.939933330927	837.038565610153	564.727197388672	592.043043643206	3955.83701074695	488.139340501221	616.079811154247	835.375457970145	1265.84152785623	1446.67451204605	1234.4942768769	642.178430887204	416.526468630025	422.978152363851	1846.52398834545	1687.40915961534	1088.05210368734	1308.16253115515	695.471189978497	564.273222643623	1009.75184909883	1380.49474480053	686.623313029762	559.753015786916	1015.78221629283	674.529184765766	944.382720083655	735.649362519157	992.321378260457	749.318050008931	911.295263255642	1554.53539463859	959.007984299032	784.836864354836	996.514997756068	1465.77698558282	2396.24130655001	2446.88730463073	1778.53608407591	691.810854974743	1103.53746876195	766.943562160269
hsa-miR-1307-3p	653.00188354081	675.643310007623	686.152422925439	559.23768433979	355.370712363436	452.868299856462	696.516058630438	582.112582990135	465.364807955756	383.629137313977	276.460365071638	404.029177214857	479.030871874612	323.982642802243	382.461825489663	591.034169491763	312.740861604541	430.013285579337	1175.38562866535	389.791564089939	395.010680291089	505.975859549002	527.235124317629	532.955105285431	398.868772173955	545.205912057988	543.43623266001	454.42772122444	319.219610443661	221.7235641667	342.859824187028	509.348800626765	284.512994793369	345.031171242278	695.79240169792	876.777094418926	491.22470315177	846.175907187152	327.675357783748	564.086648118454	485.74972352216	524.68494868038	541.099574782162	543.202191600626	809.948496110768	689.063756940429	579.051764051473	561.749099445975
hsa-miR-10b-5p	636.445821635	1748.54123139172	1245.28616052194	857.366351941221	1415.65710007074	1684.53704193854	24.8544387956486	1203.19851555368	1075.14862076547	1569.13397140998	564.044579152075	861.378190084463	748.005425600998	1249.40114910439	1857.49169941273	175.81951184436	1349.08502494819	1302.66873443491	158.800716165197	395.523792973615	957.978657713823	1200.16776788546	1333.91925674719	2758.46071589205	1783.51322414925	1494.40046714911	1815.6094662704	1318.67998087416	2127.3276680887	2649.54709992507	1239.60089623451	2756.92709254909	1874.82299631832	1708.8428539441	978.117562453984	758.579779879553	1308.8445578994	759.004907955542	959.007984299032	935.551389947132	1820.90807195817	1043.12078665728	723.763762447477	444.471522992134	468.897846720008	927.603436253361	711.802027821361	526.24967718932
hsa-miR-221-3p	597.044961130474	1326.74465295589	941.698926478315	799.536838166953	278.409496830026	552.366292297387	253.870339126982	786.337673155986	594.588766553351	557.283746808174	347.456695510153	241.816719448297	292.029515474362	278.314876662565	383.406953559242	920.312108132946	680.610101252454	338.138200334413	546.690990076908	259.458781050579	819.843843624072	830.416178215038	892.317862812365	520.092150210159	280.107844519153	392.071573917111	625.416504149934	869.394744254795	286.093047095734	230.63210022697	479.097281542837	323.712641362191	325.033222229484	378.104107345812	977.14469835765	809.739811545849	776.494065646551	1515.30421748682	488.939669991456	563.706535821878	678.780167074009	1035.66992389545	1081.13868983913	1834.40848217563	1614.0942643779	444.114182214097	1069.53548402334	787.749084361971
