	sample_DKO1_cell_1_fastq	sample_DKO1_cell_2_fastq	sample_DKO1_cell_3_fastq	sample_DKO1_exo_1_fastq	sample_DKO1_exo_2_fastq	sample_DKO1_exo_3_fastq	sample_DKS8_cell_1_fastq	sample_DKS8_cell_2_fastq	sample_DKS8_cell_3_fastq	sample_DKS8_exo_1_fastq	sample_DKS8_exo_2_fastq	sample_DKS8_exo_3_fastq	sample_DLD1_cell_1_fastq	sample_DLD1_cell_2_fastq	sample_DLD1_cell_3_fastq	sample_DLD1_exo_1_fastq	sample_DLD1_exo_2_fastq	sample_DLD1_exo_3_fastq
hsa-mir-548s	0.0329543560418945	0.0975073481537569	0.0404977628630817	0	0	0	0.200050110329859	0.241693934173497	0.34909656910995	0	0	0	0.189861100783019	0.288122075248804	0.226927339277956	0	0	0
hsa-mir-7-2	0.0329543560418945	0.325024493845856	0.445475391493898	0	0	0	0.281552007130912	0.265863327590847	0.193942538394416	0	0	0	0.221504617580189	0.307330213598724	0.126070744043309	0	0	0
hsa-mir-30c-1	0.0329543560418945	1.12675157866563	0.0269985085753878	0	0.439030322507285	0	0.859474548083837	0.0563952513071493	1.03436020477022	0	0	0	0.0210956778647799	0.838755374613185	1.42039704955461	0	0	0
hsa-miR-548h-5p	0.0329543560418945	0.227517145692099	0	0	0	0	0.0889111601466038	0.0483387868346994	0.11636552303665	0	0	0	0.189861100783019	0.0960406917496013	0.176499041660632	0	0	0
hsa-mir-7-1	0.0329543560418945	0.0216682995897237	0.0809955257261634	0	0	0	0.0345765622792348	0.080564644724499	0	0	0	0	0.0421913557295597	0.0384162766998405	0.0504282976173235	0	0	0
hsa-mir-500a	0.0329543560418945	0.0650048987691712	0.0404977628630817	0.144171741992557	0.094077926251561	0	0.192640846984308	0.0966775736693988	0.0775770153577666	0	0	0	0.0316435167971698	0	0.100856595234647	0	0	0
hsa-mir-548ac	0.0329543560418945	0	0	0	0	0	0	0.0241693934173497	0.0387885076788833	0	0	0	0	0.0192081383499203	0	0	0	0
hsa-mir-181a-1	0.0329543560418945	0.0650048987691712	0	0	0	0	0.0148185266911006	0.0241693934173497	0	0	0	0	0	0	0	0	0	0
hsa-mir-147a	0.0329543560418945	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0.0632870335943396	0	0	0	0	0
hsa-mir-4703	0.0329543560418945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-548as-5p	0.0329543560418945	0.0975073481537569	0	0.144171741992557	0	0	0.0444555800733019	0.0483387868346994	0.0775770153577666	0	0	0	0.126574067188679	0.0192081383499203	0.100856595234647	0	0	0
hsa-mir-548f-2	0.0219695706945963	0.69338558687116	0	0	0	0	0.160040088263887	0	0.532695505456664	0.619710000508162	0	0	0	0.633868565547369	0.554711273790558	0	0	0
hsa-mir-548l	0.0219695706945963	0	0.0404977628630817	0	0	0	0.0568043523158858	0.0161129289448998	0.0543039107504366	0	0	0	0.0421913557295597	0.0653076703897289	0.0100856595234647	0	0	0
hsa-mir-548f-3	0.0219695706945963	0	0.506222035788521	0	0	0	0.160040088263887	0	0.0155154030715533	0.619710000508162	0	0	0	0	0	0	0	0
hsa-mir-378a	0.0219695706945963	0.0216682995897237	0.101244407157704	0	0	0	0.0148185266911006	0.128903431559198	0.193942538394416	0	0	0	0	0.108846117316215	0.0252141488086617	0	0	0
hsa-mir-320c-1	0.0131817424167578	0.0216682995897237	0	0	0.0376311705006244	0	0	0	0	0	0.303126752451538	0	0.0126574067188679	0	0	0	0	0
hsa-mir-320c-2	0.0131817424167578	0	0	0	0.0376311705006244	0	0	0.0080564644724499	0	0	0.303126752451538	0	0.0126574067188679	0	0	0	0	0
hsa-miR-124-3p	0	7.41055845968552	7.37059284108087	0	0	0	5.21612139526743	7.395834385709	7.52497048970336	0	0	0	8.48046250164151	4.99411597097927	6.85824847595599	0	0	0
hsa-miR-211-5p	0	3.44525963476608	3.40181208049886	0	0	0	1.83749730969648	3.48039265209836	3.4909656910995	0	0	0	4.11365718363207	2.42022543208995	3.52998083321264	0	0	0
hsa-miR-411-5p	0	0.975073481537569	0.566968680083143	0	0.188155852503122	0	0.533466960879623	1.25680845770218	0.387885076788833	0	0	0	0.822731436726415	0.460995320398086	0.705996166642528	0	0	0
hsa-mir-548f-1	0	0.69338558687116	0.533220544363909	0	0	0	0.160040088263887	0.515613726236793	0.0155154030715533	0.619710000508162	0	0	0	0.633868565547369	0	0	0	0
hsa-miR-136-5p	0	0.585044088922541	0.24298657717849	0	0	0	0.326007587204214	0.531726655181693	0.310308061431066	0	0	0	0.126574067188679	0.384162766998405	0.352998083321264	0	0	0
hsa-miR-7703	0	0.455034291384199	0.0809955257261634	1.15337393594046	0.188155852503122	0	0.23709642705761	0.193355147338798	0.2327310460733	0	0	0	0.189861100783019	0.153665106799362	0.605139571407881	0	0	0
hsa-let-7a-3	0	0.333691813681746	0.745158836680703	0	0.094077926251561	0	0.465795688990263	0.272308499168807	0.258590051192555	0	0.505211254085896	0	0.350188252555346	0.129334798222796	0.0647163152755651	0	0	0
hsa-miR-6733-5p	0	0.325024493845856	0.404977628630817	0	0.564467557509366	0	0.177822320293208	0.0483387868346994	0.0775770153577666	0	0	0.938206880246336	0.253148134377358	0.153665106799362	0.15128489285197	0	0	0
hsa-miR-6759-3p	0	0.260019595076685	0	0	0	0	0	0.0483387868346994	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	0	0.260019595076685	0.0809955257261634	0	0	0	0.0889111601466038	0.386710294677595	0.0775770153577666	0	0	0	0	0.0384162766998405	0.252141488086617	0	0	0
hsa-miR-6726-5p	0	0.260019595076685	0	0	0.376311705006244	0	0.148185266911006	0.0966775736693988	0.0775770153577666	0	0	0	0.0632870335943396	0	0.201713190469294	0	0	0
hsa-miR-4748	0	0.260019595076685	0.0809955257261634	0	0	0	0.118548213528805	0.145016360504098	0.620616122862133	0	0	0	0	0.0768325533996811	0.302569785703941	0	0	0
hsa-miR-323a-3p	0	0.260019595076685	0.323982102904653	0	0.376311705006244	0	0.0592741067644026	0.241693934173497	0.465462092146599	0	0	0	0.189861100783019	0.192081383499203	0.352998083321264	0	0	0
hsa-miR-6894-5p	0	0.260019595076685	0.0809955257261634	0	0	2.7658549672582	0.207459373675409	0	0.155154030715533	0	0	0.938206880246336	0.0632870335943396	0	0.0504282976173235	0	0	0
hsa-miR-4510	0	0.260019595076685	0	0.288343483985115	0.188155852503122	0	0.148185266911006	0.0966775736693988	0	0	0	0	0	0.115248830099522	0.100856595234647	0	0	0
hsa-miR-3130-3p	0	0.260019595076685	0.161991051452327	0	0	0	0.207459373675409	0.0483387868346994	0.0775770153577666	0	0	0	0.253148134377358	0.115248830099522	0.453854678555911	0	0	0
hsa-miR-6883-3p	0	0.260019595076685	0.24298657717849	0.576686967970229	0	0	0.177822320293208	0.0966775736693988	0.0775770153577666	0	0	0.938206880246336	0	0	0	0	0	0
hsa-miR-551b-3p	0	0.195014696307514	0.0809955257261634	0	0	0	0.118548213528805	0.145016360504098	0.0775770153577666	0	0	0	0.126574067188679	0.0768325533996811	0.100856595234647	0	0	0
hsa-miR-4458	0	0.195014696307514	0	0	0	0	0.0889111601466038	0.0966775736693988	0.155154030715533	0	0	0	0.0632870335943396	0.0384162766998405	0.100856595234647	0	0	0
hsa-miR-548c-3p	0	0.195014696307514	0	0	0	0	0.266733480439811	0.193355147338798	0.0775770153577666	0	0	0	0.0632870335943396	0	0.15128489285197	0	0	0
hsa-miR-5004-3p	0	0.195014696307514	0.0809955257261634	0.288343483985115	0.752623410012488	0	0.0889111601466038	0.0483387868346994	0	0	0	0	0.0632870335943396	0.0768325533996811	0.100856595234647	0	0	0
hsa-miR-6739-5p	0	0.195014696307514	0.161991051452327	0.288343483985115	0	0	0.0592741067644026	0.0966775736693988	0.0775770153577666	0	0	0	0	0.0768325533996811	0	0	0	0
hsa-miR-3148	0	0.195014696307514	0.161991051452327	0.288343483985115	0	0	0.503829907497422	0.193355147338798	0.620616122862133	0	0	0	0.253148134377358	0.115248830099522	0.100856595234647	0	0	0
hsa-miR-1236-5p	0	0.195014696307514	0	0.288343483985115	0.376311705006244	0	0.0889111601466038	0	0.155154030715533	0	0	0	0.126574067188679	0.0384162766998405	0.201713190469294	0	0	0
hsa-miR-4728-5p	0	0.195014696307514	0	0	0	0	0.0592741067644026	0.145016360504098	0.0775770153577666	0	0	0	0	0.0768325533996811	0.403426380938588	0	0	0
hsa-miR-708-5p	0	0.130009797538342	0.0809955257261634	0	0	0	0.0296370533822013	0.145016360504098	0.0775770153577666	0	0	0	0	0.0384162766998405	0.15128489285197	0	0	0
hsa-miR-6761-3p	0	0.130009797538342	0.0809955257261634	0	0	0	0.0296370533822013	0.145016360504098	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-376c-3p	0	0.130009797538342	0	0	0.188155852503122	0	0.0592741067644026	0.145016360504098	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	0.130009797538342	0.24298657717849	0.288343483985115	0	0	0.0592741067644026	0.0483387868346994	0	0	0	0	0.126574067188679	0.153665106799362	0.0504282976173235	0	0	0
hsa-miR-382-5p	0	0.130009797538342	0.0809955257261634	0	0	0	0.118548213528805	0.0483387868346994	0.155154030715533	0	0	0	0.0632870335943396	0.115248830099522	0.0504282976173235	0	0	0
hsa-miR-4723-5p	0	0.130009797538342	0.0809955257261634	0.288343483985115	0	0	0.0889111601466038	0.0966775736693988	0.155154030715533	0	0	0	0.253148134377358	0.192081383499203	0.100856595234647	0	0	0
hsa-miR-137	0	0.130009797538342	0	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-382-3p	0	0.130009797538342	0.161991051452327	0	0	0	0.0889111601466038	0.0966775736693988	0.0775770153577666	0	0	0	0.253148134377358	0.0384162766998405	0.201713190469294	0	0	0
hsa-miR-409-3p	0	0.130009797538342	0	0	0	0	0.23709642705761	0.241693934173497	0.543039107504366	0	0	0	0.189861100783019	0.0768325533996811	0.0504282976173235	0.977097804558943	1.77258764116445	0
hsa-miR-4446-5p	0	0.130009797538342	0	0	0	0	0.0296370533822013	0.241693934173497	0.310308061431066	0	0	0	0.126574067188679	0	0.100856595234647	0	0	0
hsa-miR-1244	0	0.130009797538342	0	0.288343483985115	0.752623410012488	0	0.0296370533822013	0	0	0	0	0	0	0.0768325533996811	0.100856595234647	0	1.77258764116445	2.03882950797947
hsa-miR-6860	0	0.130009797538342	0.0809955257261634	0	0	0	0.207459373675409	0.145016360504098	0.0775770153577666	0	0	0	0.0632870335943396	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-4723-3p	0	0.130009797538342	0	0	0.376311705006244	0	0.148185266911006	0	0.155154030715533	0	0	0	0.0632870335943396	0.115248830099522	0.0504282976173235	0	0	0
hsa-miR-1238-3p	0	0.130009797538342	0.161991051452327	0	0	0	0.0296370533822013	0	0.0775770153577666	0	0	0	0.0632870335943396	0.192081383499203	0.15128489285197	0	0	0
hsa-miR-493-3p	0	0.130009797538342	0	0	0	0	0.0592741067644026	0	0	0	0	0	0.126574067188679	0	0.0504282976173235	0	0	0
hsa-miR-6801-5p	0	0.130009797538342	0	0	0	0	0	0.145016360504098	0	0	0	0	0.0632870335943396	0	0.0504282976173235	0	0	0
hsa-miR-543	0	0.130009797538342	0.161991051452327	0	0	0	0.0889111601466038	0.338371507842896	0.2327310460733	0	0	0	0.189861100783019	0.0768325533996811	0.0504282976173235	0	0	0
hsa-miR-4687-5p	0	0.130009797538342	0	0	0	0	0.118548213528805	0	0.2327310460733	0	0	0	0	0.115248830099522	0	0	0	0
hsa-miR-5588-3p	0	0.130009797538342	0	0	0	0	0.148185266911006	0.145016360504098	0.310308061431066	0	0	0	0.316435167971698	0.0384162766998405	0.100856595234647	0	0	0
hsa-miR-4663	0	0.130009797538342	0.0809955257261634	0	0	0	0.0889111601466038	0.145016360504098	0	0	0	0	0.0632870335943396	0	0.0504282976173235	0	0	0
hsa-miR-6876-5p	0	0.130009797538342	0.323982102904653	0.576686967970229	0.752623410012488	0	0.47419285411522	0.338371507842896	0.155154030715533	0	0	0	0.0632870335943396	0.0384162766998405	0.201713190469294	0.977097804558943	0	0
hsa-mir-192	0	0.0975073481537569	0.161991051452327	0	0	0	0	0.169185753921448	0.155154030715533	0	0	0	0.0316435167971698	0.0384162766998405	0	0	0	0
hsa-mir-16-2	0	0.0975073481537569	0	0	0	0	0.0740926334555032	0.0725081802520491	0	0	0	0	0	0.0192081383499203	0.0252141488086617	0	0	0
hsa-miR-3153	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-5p	0	0.0650048987691712	0	0.288343483985115	0.188155852503122	0	0.118548213528805	0.145016360504098	0	0	0	0	0.0632870335943396	0.192081383499203	0.0504282976173235	0	0	0
hsa-miR-1290	0	0.0650048987691712	0	0.865030451955344	0.470389631257805	2.17317175998859	0.0592741067644026	0.0966775736693988	0	0	3.03126752451538	4.22193096110851	0.0632870335943396	0.0768325533996811	0.0504282976173235	0	3.5451752823289	3.0582442619692
hsa-miR-548y	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0.189861100783019	0	0	0	0	0
hsa-mir-101-1	0	0.0650048987691712	0	0	0	0	0.0148185266911006	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5189-3p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0	0.0768325533996811	0	0	0	0
hsa-mir-548f-5	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0.0632870335943396	0.0576244150497608	0.0252141488086617	0	0	0
hsa-miR-6795-5p	0	0.0650048987691712	0.0809955257261634	0	0	0	0.0592741067644026	0.0483387868346994	0	0	0	0	0	0	0.15128489285197	0	0	0
hsa-miR-3614-3p	0	0.0650048987691712	0	0	0	0	0.118548213528805	0.0966775736693988	0.0775770153577666	0	0	0	0.0632870335943396	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-5004-5p	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0	0	0	0	0.469103440123168	0	0.115248830099522	0.0504282976173235	0	0	0
hsa-miR-376b-3p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-5p	0	0.0650048987691712	0.24298657717849	0	0	0	0.177822320293208	0.290032721008196	0.2327310460733	0	0	0	0.189861100783019	0.115248830099522	0.15128489285197	0	0	0
hsa-miR-6134	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0.469103440123168	0	0.0384162766998405	0	0	0	0
hsa-miR-3921	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-3p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6814-3p	0	0.0650048987691712	0	0	0	0	0	0.0483387868346994	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-873-5p	0	0.0650048987691712	0.0809955257261634	0	0	0	0.0592741067644026	0	0	0	0	0	0.126574067188679	0	0.0504282976173235	0	0	0
hsa-miR-34c-3p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-5p	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0.0483387868346994	0	1.23942000101632	0	0	0	0.0768325533996811	0.100856595234647	0	0	0
hsa-miR-6793-3p	0	0.0650048987691712	0	0	0.188155852503122	0	0.0296370533822013	0.0483387868346994	0.0775770153577666	0	1.51563376225769	0	0	0	0.0504282976173235	0	0	0
hsa-miR-6895-5p	0	0.0650048987691712	0	0	0.188155852503122	0	0.118548213528805	0	0.155154030715533	0	0	0	0	0.0768325533996811	0.100856595234647	0	0	0
hsa-miR-4525	0	0.0650048987691712	0	0.576686967970229	0.188155852503122	0	0.0889111601466038	0	0	0	1.51563376225769	0	0	0.0384162766998405	0	0	0	0
hsa-miR-4695-5p	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0.0483387868346994	0.0775770153577666	0	0	0	0.0632870335943396	0	0	0	0	0
hsa-miR-3160-5p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0.189861100783019	0.0768325533996811	0.0504282976173235	0	0	0
hsa-miR-412-5p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-708-3p	0	0.0650048987691712	0.161991051452327	0	0	0	0.296370533822013	0.241693934173497	0.310308061431066	0	0	0	0.506296268754717	0.115248830099522	0.201713190469294	0	0	0
hsa-miR-514b-3p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0	0	0	0	0	0
hsa-miR-668-3p	0	0.0650048987691712	0	0	0	0	0	0.0483387868346994	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-3p	0	0.0650048987691712	0	0	0	0	0	0.0483387868346994	0	0	0	0	0	0.0384162766998405	0.100856595234647	0	0	0
hsa-miR-4673	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0	0.2327310460733	0	0	0	0.0632870335943396	0	0	0	0	0
hsa-miR-4766-5p	0	0.0650048987691712	0.0809955257261634	0	0	0	0.0296370533822013	0.0483387868346994	0.155154030715533	0	0	0	0.0632870335943396	0.115248830099522	0.100856595234647	0	0	0
hsa-miR-5583-5p	0	0.0650048987691712	0	0	0	0	0.118548213528805	0	0	0	0	0	0.0632870335943396	0	0	0	0	0
hsa-miR-6867-5p	0	0.0650048987691712	0	0.865030451955344	0	2.37073282907846	0	0	0	0	0	0.469103440123168	0	0.0384162766998405	0	0	0	0
hsa-miR-431-3p	0	0.0650048987691712	0.0809955257261634	0	0	0	0	0	0	0	0	0	0.0632870335943396	0	0.0504282976173235	0	0	0
hsa-miR-3121-5p	0	0.0650048987691712	0	0	0	0	0	0	0.0775770153577666	0	0	0	0.126574067188679	0	0	0	0	0
hsa-miR-190a-3p	0	0.0650048987691712	0.161991051452327	0	0	0	0.177822320293208	0.0483387868346994	0.0775770153577666	0	0	0	0.0632870335943396	0.0384162766998405	0.15128489285197	0	0	0
hsa-miR-6772-5p	0	0.0650048987691712	0	0	0	0	0	0.0966775736693988	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-5p	0	0.0650048987691712	0	0	0	0	0.0889111601466038	0.0483387868346994	0	0	0	0	0	0.230497660199043	0.0504282976173235	0	0	0
hsa-miR-5193	0	0.0650048987691712	0.0809955257261634	0	0	0	0.207459373675409	0	0.0775770153577666	0	0	0	0.126574067188679	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-3687	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7f-1	0	0.0650048987691712	0	0	0.282233778754683	0	0.103729686837704	0.0966775736693988	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-5p	0	0.0650048987691712	0	0	0	0	0	0.0483387868346994	0	0	0	0	0	0	0	0	0	0
hsa-miR-6125	0	0.0650048987691712	0	0	0.188155852503122	0	0	0.0483387868346994	0.0775770153577666	0	0	0	0	0	0	0	0	0
hsa-miR-134-5p	0	0.0650048987691712	0.0809955257261634	0	0.376311705006244	0	0.23709642705761	0.338371507842896	0.155154030715533	0	1.51563376225769	0	0	0.115248830099522	0.201713190469294	1.95419560911789	0	1.01941475398973
hsa-miR-431-5p	0	0.0650048987691712	0.0809955257261634	0	0	0	0.0592741067644026	0.0966775736693988	0	0	0	0	0	0	0	0	0	0
hsa-miR-4681	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-3p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0483387868346994	0.0775770153577666	0	0	0	0.189861100783019	0.153665106799362	0	0	0	0
hsa-miR-6782-5p	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0	0	0	0	0	0	0.0384162766998405	0	0	0	0
hsa-miR-3180-3p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-6511a-5p	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0.0483387868346994	0	0	0	0	0	0	0	0.977097804558943	0	0
hsa-miR-155-3p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19a-5p	0	0.0650048987691712	0.161991051452327	0	0	0	0.118548213528805	0.145016360504098	0.0775770153577666	0	0	0	0.253148134377358	0.192081383499203	0.252141488086617	0	0	0
hsa-miR-4633-5p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-5p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0	0.0775770153577666	0	0	0	0.0632870335943396	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-127-5p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.145016360504098	0.0775770153577666	0	0	0	0.0632870335943396	0.153665106799362	0.0504282976173235	0	0	0
hsa-miR-4646-5p	0	0.0650048987691712	0.24298657717849	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0.0632870335943396	0	0	0	0	0
hsa-miR-6738-5p	0	0.0650048987691712	0	0.288343483985115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	0	0.0650048987691712	0.0809955257261634	0.288343483985115	0	3.95122138179743	0.0592741067644026	0	0.155154030715533	0	0	0	0.0632870335943396	0	0.0504282976173235	0	0	0
hsa-miR-4641	0	0.0650048987691712	0.404977628630817	0	0	0	0.118548213528805	0.193355147338798	0.155154030715533	0	0	0	0.253148134377358	0.0384162766998405	0.15128489285197	0	0	0
hsa-miR-6749-3p	0	0.0650048987691712	0.0809955257261634	0.576686967970229	0	0	0.0889111601466038	0.0966775736693988	0.310308061431066	0	0	0	0.253148134377358	0	0.352998083321264	0	0	0
hsa-miR-654-3p	0	0.0650048987691712	0	0	0	0	0.177822320293208	0.0483387868346994	0	0	0	0	0	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-6776-3p	0	0.0650048987691712	0.323982102904653	0	0	1.58048855271897	0.118548213528805	0.193355147338798	0.155154030715533	0	0	0	0	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-6875-3p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0966775736693988	0	0	0	0	0	0	0	0	0	0
hsa-miR-885-5p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-19b-2	0	0.0650048987691712	0	0	0	0	0	0	0.11636552303665	0	0	0	0	0	0.0252141488086617	0	0	0
hsa-miR-4460	0	0.0650048987691712	0	0	0	0	0	0	0.155154030715533	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-1237-5p	0	0.0650048987691712	0	0.288343483985115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6736-5p	0	0.0650048987691712	0	0.576686967970229	0.188155852503122	0	0.0592741067644026	0	0.0775770153577666	0	0	0	0	0.0384162766998405	0	0	1.77258764116445	0
hsa-miR-5187-5p	0	0.0650048987691712	0	0	0.94077926251561	0	0.0296370533822013	0.0483387868346994	0	0	0	0.469103440123168	0.253148134377358	0	0.0504282976173235	0	0	0
hsa-miR-6830-3p	0	0.0650048987691712	0	0	0	0	0.148185266911006	0	0	0	0	0	0	0.153665106799362	0.0504282976173235	0	0	0
hsa-miR-6875-5p	0	0.0650048987691712	0	0	0.188155852503122	1.58048855271897	0	0.0966775736693988	0	0	0	0	0	0.0384162766998405	0.100856595234647	0	0	3.0582442619692
hsa-miR-6802-5p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-6889-5p	0	0.0650048987691712	0.161991051452327	0.865030451955344	0	0	0.0296370533822013	0.193355147338798	0.0775770153577666	0	0	0	0	0.115248830099522	0.100856595234647	0	0	0
hsa-miR-4799-3p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0.0384162766998405	0	0	0	0
hsa-miR-3117-3p	0	0.0650048987691712	0.161991051452327	0	0	0	0.0296370533822013	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4688	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0.193355147338798	0.155154030715533	0	0	0	0.443009235160377	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-6825-3p	0	0.0650048987691712	0	0	0.376311705006244	0	0	0	0	0	0	0	0.0632870335943396	0.0384162766998405	0	0	0	0
hsa-miR-188-3p	0	0.0650048987691712	0.161991051452327	0	0	0	0.326007587204214	0.435049081512294	0.310308061431066	0	0	0	0.443009235160377	0.268913936898884	0.302569785703941	0	0	0
hsa-miR-598-3p	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-6837-5p	0	0.0650048987691712	0	0	0	0	0.0592741067644026	0.145016360504098	0.0775770153577666	0	0	0	0	0.115248830099522	0.0504282976173235	0	0	0
hsa-miR-1268a	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0.0632870335943396	0	0	0	0	0
hsa-mir-151b	0	0.0650048987691712	0.24298657717849	0.720858709962786	1.03485718876717	0	0.0148185266911006	0	0.0387885076788833	0.619710000508162	0	0.234551720061584	0	0.0576244150497608	0.201713190469294	0	0	0
hsa-miR-410-3p	0	0.0650048987691712	0.0809955257261634	0	0	0	0	0.241693934173497	0.0775770153577666	0	0	0	0.0632870335943396	0.0384162766998405	0.0504282976173235	0	0	0
hsa-miR-4421	0	0.0650048987691712	0	0	0	0	0.0889111601466038	0.193355147338798	0.0775770153577666	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-6794-5p	0	0.0650048987691712	0.0809955257261634	0	0.188155852503122	0	0	0.0966775736693988	0	0	0	0.469103440123168	0	0.0384162766998405	0	0	0	0
hsa-miR-6878-3p	0	0.0650048987691712	0.161991051452327	0	0	0	0.0889111601466038	0	0	0	0	0	0	0.115248830099522	0	0	0	0
hsa-miR-4426	0	0.0650048987691712	0	0	0	0	0	0.0483387868346994	0	0	0	0	0	0	0.0504282976173235	0	0	0
hsa-miR-5000-5p	0	0.0650048987691712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-384	0	0.0650048987691712	0.161991051452327	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0.126574067188679	0.115248830099522	0.15128489285197	0	0	0
hsa-miR-3202	0	0.0650048987691712	0	0	0	0	0.0296370533822013	0	0	0	1.51563376225769	0	0	0	0	0	0	0
hsa-miR-6893-3p	0	0.0650048987691712	0.0809955257261634	0.288343483985115	0	0	0.0889111601466038	0.0483387868346994	0	0	0	0	0.126574067188679	0.115248830099522	0.100856595234647	0	0	0
hsa-miR-23a-5p	0	0.0650048987691712	0.0809955257261634	0	0.188155852503122	0	0.118548213528805	0.145016360504098	0.0775770153577666	0	0	0	0	0.115248830099522	0.201713190469294	0	0	1.01941475398973
hsa-miR-1915-3p	0	0.0650048987691712	0.0809955257261634	0	0	0	0.0889111601466038	0.241693934173497	0.0775770153577666	0	0	0	0	0.0768325533996811	0.100856595234647	0	0	0
hsa-miR-526b-3p	0	0.0379195242820166	0.161991051452327	0	0	0	0	0	0.0258590051192555	0	0	0	0.0316435167971698	0	0.100856595234647	0	0	0
hsa-mir-92a-2	0	0.0325024493845856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-200a	0	0.0325024493845856	0	0	0	0	0	0	0	0	0	0	0	0.0192081383499203	0	0	0	0
hsa-mir-24-1	0	0.0325024493845856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
