	sample_DKO1_cell_1_fastq	sample_DKO1_cell_2_fastq	sample_DKO1_cell_3_fastq	sample_DKO1_exo_1_fastq	sample_DKO1_exo_2_fastq	sample_DKO1_exo_3_fastq	sample_DKS8_cell_1_fastq	sample_DKS8_cell_2_fastq	sample_DKS8_cell_3_fastq	sample_DKS8_exo_1_fastq	sample_DKS8_exo_2_fastq	sample_DKS8_exo_3_fastq	sample_DLD1_cell_1_fastq	sample_DLD1_cell_2_fastq	sample_DLD1_cell_3_fastq	sample_DLD1_exo_1_fastq	sample_DLD1_exo_2_fastq	sample_DLD1_exo_3_fastq
hsa-miR-21-5p	193432.183659108	269211.352767545	180773.751877173	21725.8164878264	19797.570644526	5627.32949195591	178709.12020451	206845.197597118	141645.545031285	17592.3274944257	13557.344003395	17147.6071502623	200118.663187989	167821.504763253	132424.457401603	10061.1760935434	12821.1264085425	22758.4343828208
hsa-miR-148a-3p	43696.2238460225	37385.4873703282	38946.6985454257	6198.80821871199	1244.83912016066	2402.34260013284	45599.3332374278	44026.6770163232	39682.1948958048	43218.5754354392	18874.187241395	14856.9750521408	36019.9417442856	43166.4108974991	26498.2549791892	5393.57988116536	15066.9949498978	13295.2072215341
hsa-miR-200b-3p	34194.2636879708	37287.8500123769	33005.6362356487	5929.92791989587	8290.89948469757	5795.45396175139	39857.361604	39866.2543110343	39340.4293546461	7072.13052579915	6217.88750966217	7770.22938220015	34007.034353784	33534.0673428879	30304.2803135591	6170.37263578972	6686.2005824723	10220.1426161241
hsa-let-7i-5p	30512.7678027505	25195.2812163925	33544.8234504078	3339.4500597736	1819.93748333645	493.30998951741	21199.8732956694	18969.1308990661	16439.1901704336	4020.67848329696	2556.87415692872	3515.69573200308	25196.4983284312	29660.2084167527	21087.7020712314	1220.39515789412	3075.43955742032	3550.11188076925
hsa-miR-7-5p	28041.3888257447	33733.1437963832	33467.1487412364	655.693082582151	657.040236940902	501.014871211915	22939.3361722864	26123.0618825254	19920.1096380443	725.06070059455	475.909001348914	894.580260314881	25283.3070428448	24521.9161593189	21198.8208250312	371.297165732398	627.496024972215	879.754932693141
hsa-let-7f-5p	22062.5129634198	23746.2245154795	30111.1396305357	7111.41534552488	4990.83398764531	2172.38151571223	23015.202089436	21446.7354182787	18964.9426364518	12761.0683304641	7984.3586595735	9330.93652748993	23948.1299472661	25168.3084310704	24313.5246273651	2461.30936968398	5284.08375831122	8893.37431380644
hsa-let-7a-5p	20915.8112210154	16500.5943181211	24941.7351936062	11943.8599081261	12498.4406583724	5031.09018544267	22046.7076404857	18654.8885023182	18776.4692776401	17632.4020744586	19060.6101941527	22615.0859288045	22422.9440811593	27617.237224568	24730.2304600096	5446.83171151383	3941.34862012915	7472.31014674475
hsa-miR-200a-3p	20605.9633807241	16841.0141388255	21445.7928129592	3056.44093024221	1287.45642075261	365.092855678083	26433.1841818985	26255.8888122827	27618.736276626	1417.89648116268	641.870898316131	547.443714623737	20606.7960781025	23528.3752031693	29882.8006020735	434.80852302873	551.274756402143	592.279972068036
hsa-miR-24-3p	19831.6678311638	14715.1264319279	12280.0556374465	10525.6905393926	5856.72722086468	7349.27177014323	13183.3911818978	10840.1663028287	14832.5701823743	1874.00304153668	1109.44391397263	1427.95087173492	13848.6585522142	20592.1231343087	15732.3177208669	788.517928279067	1161.04490496271	1185.57935889006
hsa-let-7g-5p	17837.2702035083	14654.3468515787	22972.3559840831	5492.51085469045	1939.79276138094	905.817501777062	19402.4304636189	16574.3307217015	16247.8852505613	3972.34110325732	1770.26023431698	1618.64142014499	18796.4704821364	20674.4876315532	19666.7082868216	692.762343432291	1886.03325019897	2044.43628912641
hsa-miR-26a-5p	17510.4618546408	15562.4002824853	21241.4006037892	4929.52020220952	6853.95323913122	1455.23483491599	18300.702641189	14970.1114030183	19866.0384583399	3127.05666256419	2058.23064914594	2802.65850301587	15698.190465492	22184.8235500074	22732.9252809966	1980.57724984098	2547.20844035331	2702.46851282679
hsa-miR-92a-3p	15888.8768568873	12524.2338262611	21434.615430409	8716.04683390204	4429.753235481	9509.40449957189	18668.5873848223	16131.740789443	19267.8420929162	2613.93678214343	2068.84008548174	2177.10906561162	17850.1711123171	15759.1634440853	20244.2635794328	6768.3564921798	8277.09799041739	7788.83842785857
hsa-miR-27b-3p	15290.7223403709	10831.7987843564	15257.8966385318	1735.10691488043	801.826165442054	659.458848621992	18924.8886224715	15616.2317972443	15577.5810493626	3826.08954313739	1792.99474075085	1796.66617567173	13705.1868470558	12345.7812186127	12125.8371601687	617.525812481252	2103.17523624162	1772.25254981115
hsa-let-7b-5p	14695.9181833854	7171.19742143768	14318.3647392134	10068.7622317709	7104.54547535663	3664.75783161712	12347.8228689739	9931.50023308157	12237.6060891544	21749.961887835	21011.7360574324	15702.9249224963	13504.5690601295	18644.4255888821	15128.1673845639	8330.24733276727	2853.86610227476	3100.04026688278
hsa-miR-151a-3p	14022.4080393865	16419.7173899025	9866.55096185832	2887.47164862694	2663.34609218169	1449.3080028433	10094.943485992	11442.9509746574	9726.14072346463	5355.53382439154	4693.91776171206	3905.28613902537	10208.3250928342	12135.2023978825	6556.03168833537	5214.77098293108	6859.91417130641	11602.9787299112
hsa-miR-191-5p	11912.9997091449	9299.40580322133	12611.1653466151	8169.34758826627	6018.91756572237	7799.71100766814	13191.2153639907	10921.5688198583	13302.1308233962	2002.90272164238	1544.43080374058	1903.62176001981	11124.278330045	12419.7133431215	13450.5885385758	2100.76027980173	2221.05231437905	2251.88719156332
hsa-miR-30d-5p	11843.10351998	9617.8648022915	12010.5025278299	3607.17698465378	2594.85736187055	3098.35024653646	9050.47445069648	9618.71766769607	10919.4691622055	2304.70149188986	1933.94868064081	1894.94334637754	11337.1126240228	9577.36986265374	8701.70532365487	3792.11657949326	5525.15567750959	4672.48752491195
hsa-miR-200c-3p	11490.8873626042	9993.95064412054	10343.8170971997	4196.98358114533	8738.14594609749	4298.73130232652	11489.1890253043	9175.88604150339	11798.416746209	2410.67190197675	2518.22549599115	3507.48642180093	10746.5180265204	11912.0230383948	11851.9358616603	4465.33696683437	3763.20356219212	4678.60401343589
hsa-miR-425-5p	11144.3064001116	5420.88851815873	9107.86587238134	527.380232208774	509.337892725951	529.858787299036	7615.41868887691	7433.87701094791	12010.3959406741	202.025460165661	134.891404840934	133.694480435103	7585.90028178552	12400.3899559415	8800.99864166337	231.572179680469	138.261836010827	119.271526216799
hsa-miR-103a-3p	10917.4376283339	8782.42184331011	10295.2602795269	850.613277756088	696.835199745312	218.304981344308	12155.8152670301	10403.3770249903	11520.4583001821	293.122830240361	163.68844632383	333.767097647634	10092.2566732221	9758.21448521824	9691.71366247816	120.18302996075	302.226192818538	655.993394192394
hsa-miR-20a-5p	10310.8907358121	6715.49357959616	10870.4500054712	383.785177184187	217.414087567357	168.519591933661	12109.2702746934	9758.22340650102	10128.2611825716	162.364020133138	73.5082374694979	72.4764814990294	11566.6230513527	9284.79149930776	12106.0188392051	45.9235968142703	70.9035056465779	92.257035236071
hsa-miR-429	10250.8478991038	7527.01473583049	9254.22478736852	2635.17110013996	911.615105377626	469.009978019355	10685.7729636929	10012.4129170713	10890.6105124924	328.446300269326	165.204080086088	191.394203570252	8226.30177472664	10148.15890186	9964.63160918311	213.00732139385	244.617094480694	254.853688497434
hsa-miR-183-5p	7083.57178556126	9173.32880205852	7672.544160988	8857.76765628073	2963.36059899792	2472.27921859065	6820.58255421966	6863.35847933137	6006.63314512115	4931.65218404395	3144.9400566847	2951.12974181485	6416.26097041173	7177.67793045985	5702.50753701336	2954.74376098624	7280.90373608297	7815.3432114623
hsa-miR-25-3p	6757.62024995088	5676.22776052403	6749.27616323547	1495.3493079468	1005.50487577668	1320.10306365852	5130.87041121352	4466.50390352622	4298.15453589706	1636.03440134155	1206.44447475712	965.414879773479	5389.84021606193	5881.57037902229	4720.79465314812	2372.39346946911	2977.94723715627	3498.63143569277
hsa-miR-192-5p	6250.61748224634	7149.23876663345	5592.05258942291	4698.26872805346	1405.99460782958	1976.40093517508	9079.69658533133	10313.1043405765	8688.08268096235	2485.65681203824	1094.28757635005	1171.58584170761	6172.22616887196	6638.17894862564	4486.65606731089	765.067580969652	1421.61528821389	1493.95232197196
hsa-miR-200a-5p	6087.9218264675	8830.26544880422	3782.0860737832	388.110329443964	232.560633693859	530.649031575395	4599.99669250484	5842.37079320227	4460.91111411765	321.009780263228	218.251261765107	348.07475257139	4237.63648244339	5795.17217272434	2548.64616157953	544.243477139331	1093.68657459846	1303.83147035287
hsa-miR-221-3p	5801.41665503927	3813.5773911922	7220.42713638456	9862.21218274287	4839.3685263803	200.72204619531	4548.54676783334	3614.48444677781	4521.49876311207	778.355760638252	750.238712317556	725.703021870541	5307.25063722132	5264.22081245585	6821.33496210011	896.97578458511	1207.13218363299	1375.19050313215
hsa-miR-320a	5791.25792555009	4536.20434835969	6298.20128106303	9282.71386580378	5256.42224531521	11192.328466614	6206.66531798316	5083.59443931865	6037.11444740547	3637.38784798266	4243.31984419285	3962.7904023938	5881.07100646951	5525.86510926057	6006.25818535317	6025.79473064182	2167.87468514412	2092.60363625243
hsa-miR-22-3p	5550.23855328795	4850.34052166171	4601.11282992616	12589.0765107901	3091.21250077379	1932.14725569895	4220.93877974649	4302.00701192774	5344.66847307333	653.174340535603	377.392806802164	404.367165386171	4817.7887194027	6870.44375755288	6393.14828703141	441.648207660642	503.414890090703	532.134501582641
hsa-miR-128-3p	5331.88299015436	4864.05655530201	4199.53701337584	1368.47817499335	1658.59383981502	2529.9670507649	4422.05582399811	4689.82909870253	6197.78291096269	759.764460623007	439.53379105473	784.81005532606	4606.66317533198	5895.36182235753	4490.33733303695	935.082598962908	760.440098059548	938.880988424545
hsa-miR-378a-3p	5294.49078083216	6196.78157279266	4363.3639634113	6001.29293218219	2906.28665707197	2128.0619825464	5516.59172147398	5546.21918742725	5737.36978956562	1792.82103147011	1069.2796192728	1912.14380584872	4270.31368745593	4966.09449848313	3463.84832324566	1454.89863098827	5328.98931188739	6760.41884354192
hsa-miR-27a-3p	4861.59137508048	3954.76803131884	3941.76875275233	5523.65195096085	2317.79786905971	449.648993248548	3704.03893170752	3299.43640358266	3468.93381873789	749.229390614368	392.549144424741	304.448132639936	5001.51097792707	6040.44089131448	6066.42334676878	377.159752559752	371.357110823952	299.198230295987
hsa-miR-93-5p	4847.98122603518	2841.62414479555	4726.08892612163	1280.53341237789	673.974263666183	270.658664653124	4254.78429470896	3344.51232230602	4008.01649845901	309.855000254081	206.126191667046	238.773651022692	4641.0913216073	4068.59103272671	4592.20249422394	141.679181661047	210.937929298569	237.523637679608
hsa-miR-101-3p	4224.94617070712	5034.88942926739	3524.27731539682	115.049050110061	30.2930922530026	40.3024580943338	4478.36622542429	4945.03372379633	3675.59898765098	255.320520209363	89.4223919732036	69.896412578352	4764.0580278811	3377.40538234318	2869.26927783047	64.4884551008902	90.4019696993869	96.8444016290248
hsa-miR-17-5p	4013.97238332691	2476.23160881404	3708.28565059238	317.466175867611	247.801257746612	75.468328392331	4588.66051958615	3974.49561819371	4703.09362656204	102.252150083847	47.7424635111172	69.6618608582904	3712.79711284553	4130.1915324149	4762.17107134313	38.5953632800782	108.127846111031	99.902645890994
hsa-miR-30e-5p	3938.14441007452	2555.96011715443	3845.62706371537	668.668539361481	257.585362076774	81.3951604650271	2871.44519104134	2830.76769582683	3074.57106116668	118.984320097567	62.1409842525652	72.2419297789678	3603.59533637849	3635.75484314961	3461.02013622095	59.6029660780955	88.6293820582224	68.3007885173122
hsa-miR-182-5p	3764.14541017331	4375.64224839984	5163.46476504291	8597.10514675818	2931.18594821989	1695.86421706746	5221.57461308975	4830.13242749025	4492.32980533755	6645.77004544953	4210.43059155186	4071.8178602691	4296.52506720292	3885.09568706992	4426.87332048555	2636.20987670003	6648.08994818726	8572.76837367667
hsa-miR-10a-5p	3653.81422614505	5476.27269191006	3975.38189592869	952.686871086819	549.603245161619	2641.78661586976	3754.92575236476	4339.5662492983	3885.79391076285	829.171980679921	577.456463420179	426.41502707196	3626.15716385488	4073.70039752779	3068.53669586532	958.044397370043	1252.33316848268	1468.97666049921
hsa-miR-222-3p	3648.57448353439	2610.53172967115	3823.55578295499	3470.50217324484	3920.03903105004	273.424519620382	2015.7938228438	1923.01361785801	2666.24444083108	368.107740301848	469.846466299883	710.691711786599	3306.87407937143	2808.92131973894	3802.74749502474	1520.36418389372	1859.44443558151	1713.63620145674
hsa-miR-10a-3p	3199.14297583503	2367.80343766706	3184.9060626042	3390.91937166495	1885.13348622878	1310.22501020403	3507.36744546323	3161.21164262884	4066.35441400805	664.32912054475	407.705482047318	425.476820191713	2661.40962374276	3597.45381527987	3818.22898239326	377.159752559752	531.776292349334	437.328929461596
hsa-miR-148b-3p	3135.34334253792	2354.60744321692	3387.3948769196	531.705384468551	238.581620973959	82.1854047413866	2910.98102025319	2647.90206523116	3455.04753298885	554.020740454297	256.142105821549	238.773651022692	2785.45220958767	2802.12163876307	2626.91087948161	143.633377270165	540.639230555157	457.717224541391
hsa-miR-203a-3p	2479.74938344048	1764.883001583	1926.31658834534	509.214592717712	327.014871650426	559.888069800696	1749.83090579193	1610.55169975851	1726.08859171031	1114.23858091368	627.472377574683	486.460267407725	2430.53852519061	2300.71239527675	1790.75927668877	218.869908221203	411.240332750152	454.658980279422
hsa-miR-1307-3p	2407.31570886039	2033.9382775886	1801.98845635568	297.570475472638	509.149736873448	975.951681303966	2166.02404643818	1815.84652744548	2975.77673210857	140.054460114845	171.266615135119	154.804135240645	2104.48372811258	1808.17731170809	2256.0107505062	682.014267582142	343.882002385903	305.82442619692
hsa-miR-375	2349.64558578708	2638.93887043328	1915.70617447522	558.521328479167	428.054564444602	1152.57127707031	2110.78057893376	2009.68506265263	1865.10660323142	193.349520158547	172.782248897376	228.453375339983	2094.1679416367	1886.62334872917	1608.00712612359	755.296602924063	710.807644106944	838.978342533552
hsa-miR-181a-5p	2202.43847734793	1572.33849142871	2078.5071811848	2559.62510733586	1186.69896173719	117.746397177564	1013.48349598445	1040.22652328931	1384.90487816685	504.443940413644	295.548583640249	316.644822083138	2156.63224379431	2796.39761353479	3086.76652545399	185.648582866199	161.305475345965	308.88267045889
hsa-miR-96-5p	2186.32379724345	1403.32575462887	1850.99074942001	35.4662485301691	34.4325210080713	9.87805345449359	1731.12992510776	1669.186648189	1725.08009051066	13.6336200111796	4.54690128677306	9.38206880246336	1788.99786564479	2799.24041801058	2313.3477248971	1.95419560911789	5.31776292349335	4.07765901595894
hsa-miR-372-3p	2123.24915977926	2385.93980442366	2023.02524606238	268.736127074127	170.281046515325	123.27810711208	676.228647021687	750.411326821873	750.014584478887	14.8730400121959	10.6094363358038	15.4804135240645	1543.06445309719	2148.81443720558	1752.1312007139	63.5113572963313	228.663805710214	179.416996702193
hsa-let-7d-5p	1788.20222190132	1672.59771363037	2032.58271809807	1310.95364993832	1880.71182369496	591.497840855076	2317.13350261623	1915.69029165255	2171.80733344835	614.752320504097	604.737871140818	764.873159120825	1800.1047400406	2319.82449293492	2377.1143072342	395.236061944092	410.35403892957	597.886753214979
hsa-miR-181b-5p	1541.04455158711	987.001880461712	1529.80299215291	1309.36776077641	715.556707069373	131.575672013855	718.402173984559	639.062931348143	752.380683447299	368.107740301848	206.126191667046	203.121789573332	1276.46782408103	1733.4192372502	1654.45158822915	244.274451139736	181.690233219356	311.940914720859
hsa-miR-4473	1332.21279734963	701.532867516896	1009.204250548	20.7607308469282	28.2233778754683	57.2927100360628	802.4232203231	835.197558929936	1368.84643598779	13.6336200111796	0	5.16013784135485	971.202817538736	1261.66735937616	864.03845137522	14.6564670683841	8.86293820582224	19.368880325805
hsa-miR-26b-5p	1332.1139342815	983.036581636792	1677.41733778884	983.827967357211	492.96833355818	52.5512443779059	2055.71493374963	1531.78364661137	1582.22201672933	235.489800193102	80.3285893996575	146.125721598367	1340.45101504491	1562.98542567136	2217.76088676346	35.1755209641219	72.6760932877424	121.310355724778
hsa-miR-98-5p	1255.38520863062	896.612568723179	1577.22587246558	234.423252479898	204.9017233759	47.4146565815692	1492.19600074045	1224.3731317361	1098.87842254276	100.806160082661	104.57872959578	116.49402096392	1218.02224855666	1392.79491717829	1431.12146751456	23.4503473094146	17.7258764116445	53.0095672074662
hsa-let-7a-3p	1240.43491577295	1039.5258386672	1201.9331040134	432.515225977672	283.26863594345	120.117130006642	1150.16958618316	1124.57770631586	1583.46324897505	130.139100106714	112.156898407069	88.4259984632171	1283.49268481	1491.28144521111	1488.6685598122	162.686784459064	93.0608511611335	75.4366917952403
hsa-miR-140-3p	1223.26569627512	1573.31356491025	1086.39298656503	1423.26343695053	362.764483626019	780.761345043173	1353.55386501851	1465.48700046758	1355.89107442304	2195.01282179991	1038.20912714652	849.077226622934	1222.70548904264	1141.30916447556	871.19926963688	482.686315452118	806.527376729824	791.065849096034
hsa-miR-532-5p	1178.18413720981	1572.53350612502	1143.17085009907	1689.40447266879	637.848339985583	814.741848926631	1573.81644575503	2127.63170252929	1841.29045951659	736.215480603697	553.206323224056	581.219162312605	1179.03743586255	1240.49999091455	977.249979526111	573.5564112761	1302.85191625587	1280.38493101111
hsa-miR-19b-3p	1103.87206433534	616.116430534205	955.301728177234	80.5920037738395	24.0839491203996	75.8634505305107	1016.86212007002	914.328152978339	1031.46399619686	50.8162200416693	12.1250700980615	9.85117224258652	1024.64871740916	901.764471113707	1175.25669012053	2.93129341367683	10.6355258469867	6.11648852393841
hsa-miR-769-5p	1037.27131077467	1387.07452993658	976.644049206078	279.981522949546	168.7757996953	78.6293054977689	876.456579671838	921.965681298221	959.084640868068	255.320520209363	112.156898407069	164.655307483232	944.87541156349	904.472818621045	730.756460772634	202.259245543701	352.744940591725	492.377326177042
hsa-miR-23a-3p	997.330631251894	706.570747171507	1138.43261184409	2363.98405345196	828.356140644995	169.90251941729	1134.66446775537	965.277234302112	1148.79923192549	262.757040215461	71.9926037072402	74.8219986996453	1107.64966196813	1023.9282310192	1440.81210537336	95.7555848467764	222.459748966138	287.474960625105
hsa-miR-30c-5p	994.99087197292	689.929493086599	1034.87983220319	757.045817202918	291.265259674833	96.4098017158574	1218.00880137502	1034.16000554156	1304.57387876388	233.010960191069	131.860137316419	98.9808258659884	961.931267117165	1062.55579724089	1244.94859742767	162.198235556785	207.39275401624	192.66938850406
hsa-miR-106b-5p	968.133071798776	651.251578318942	886.158547715666	66.0306578325912	22.0142347428653	7.90244276359487	908.138589737412	897.345125870414	819.937334321354	29.7460800243918	6.06253504903075	1.87641376049267	816.592594467764	936.723282910562	1227.77776208897	5.86258682735366	3.5451752823289	5.09707376994867
hsa-miR-107	954.314211831875	698.412632375976	1032.40946866854	273.349622817889	95.3009392928313	24.695133636234	1540.66740154704	1359.26251639833	1491.30175473003	39.0417300320142	24.250140196123	22.2824134058505	846.875440042655	897.058477217976	1325.68430191301	11.7251736547073	15.0669949498978	23.9562467187588
hsa-miR-32-5p	938.210516512736	912.603773820395	796.671991042543	7.20858709962786	3.01049364004995	3.16097710543795	832.890111200002	718.169356003129	487.183656446774	3.71826000304897	0	1.87641376049267	1039.86924898859	883.228617606034	1008.81809383456	0.977097804558943	0	0
hsa-miR-423-5p	935.640076741468	710.958577838426	1242.39036911362	1659.12840685035	1511.83227486259	4026.29458805159	1116.27961564061	998.340964497046	1236.5776248028	1771.13118145233	1818.76051470923	2010.5773443679	985.758835265434	831.942888211747	1093.33592064119	4630.46649580483	2623.42970892338	2112.22737026673
hsa-miR-1180-3p	931.751462728524	567.557771153634	795.862035785281	161.472351031664	227.668581528778	338.22455028186	639.123056187171	567.158985931528	875.922080404542	43.3797000355714	28.7970414828961	41.2811027308388	694.638480731472	729.601927083371	843.362849352117	266.747700644591	177.258764116445	133.543332772655
hsa-miR-196b-5p	898.698243618504	638.088086318185	947.485659944659	311.699306187909	275.083856359564	3.95122138179743	1152.12563170638	926.872068161943	921.49857692723	90.4776600741917	36.3752102941845	73.1801366592142	788.999447820632	865.826044261006	1013.55835381058	27.3587385276504	81.5390314935646	95.3152794980402
hsa-miR-744-5p	867.095016174327	1006.34083784554	711.545693504345	272.196248881948	333.412170635532	157.653733133718	861.104586019858	763.02775018573	906.952886547649	79.3228800650448	68.203519301596	155.273238680769	749.824774025736	720.420436952109	825.208662209881	270.656091862827	343.882002385903	361.892237666356
hsa-miR-340-5p	789.059101067121	519.454146064447	739.165167776967	88.8097930674153	35.7496119755932	32.0048931925592	1046.6918142992	1070.17240173341	1035.96346308761	74.3652000609795	31.8283090074114	30.0226201678827	797.796345490245	712.468267675242	684.11028547661	13.6793692638252	19.4984640528089	17.3300508178255
hsa-miR-106b-3p	786.488661295854	758.932193130074	979.478892606494	290.36188837301	223.62323069996	85.7415039850043	789.50146504846	681.625233156096	769.641569364402	382.980780314044	353.142666606041	297.880684478212	803.618752580924	745.852012127404	750.120927057686	398.655904260049	592.044272148926	985.774067108073
hsa-miR-27a-5p	783.852312812502	2117.40456760822	674.28775167031	118.797515401867	101.980472056692	16.990251941729	1739.33938889463	1641.82689484056	1168.54258233404	80.5623000660611	83.3598569241728	32.8372408086217	1464.6518184738	1373.6508059562	1110.38068523585	85.984606801187	92.1745573405513	120.290940970789
hsa-miR-16-5p	774.493275696604	506.355658962459	758.52309842552	1051.58868609371	292.582350642355	26.8683053962226	855.666186724224	767.184885853514	847.218584722169	152.448660125008	59.1097167280498	82.0931020215544	704.637832039377	868.495975491645	1048.78251969628	59.6029660780955	49.6324539526045	120.290940970789
hsa-miR-130b-5p	757.55473669107	691.652122903982	725.071946300614	8.07361755158321	20.1326762178341	83.3707711559259	363.587370892845	332.135804341219	362.129507690054	4.9576800040653	3.03126752451538	2.81462064073901	648.945242476358	832.557548638944	584.917824063335	46.9006946188293	63.8131550819201	25.4853688497434
hsa-miR-28-3p	736.859401096761	820.296817568172	681.577348985665	834.466042652921	448.37539651494	482.444130717467	719.676567279994	774.435703878719	736.826491868067	777.116340637235	457.721396201822	451.277509398487	618.314318216698	602.905046527297	495.306739197351	1080.67017184219	1102.54951280429	1397.61762771993
hsa-miR-185-5p	730.07080375213	662.464923356624	1007.9893176621	344.570463362212	181.570397665513	65.9853970760172	1279.07594986904	942.21963298196	1063.19299547819	52.0556400426856	31.8283090074114	75.9947572999532	859.469559727929	702.825782223582	1028.78769969102	21.4961517002967	51.405041593769	80.533765565189
hsa-miR-141-5p	692.898290136873	381.838775370112	432.030134223355	10.092021939479	5.64467557509366	6.71707634905564	475.141239823451	411.749786257969	522.636352465273	3.71826000304897	6.06253504903075	2.34551720061584	496.296917446811	778.467431045569	610.535399252935	5.86258682735366	0	1.01941475398973
hsa-miR-221-5p	660.866656064152	507.558249589689	844.783333323884	74.3926188681596	68.6768861636395	11.4585420072126	420.786883920494	409.864573571416	460.57474017906	71.8863600589468	51.5315479167614	45.5030336919473	644.641724191943	568.215148667341	614.317521574234	49.8319880325061	24.8162269763023	69.3202032713019
hsa-miR-194-5p	636.414523881066	342.77083120984	582.762807599745	261.815883458484	250.999907239165	15.40976338901	1465.75974912353	1142.8739371328	1404.29913200629	40.9008600335387	43.953379105473	30.4917236080059	626.22519741599	658.839145402265	815.123002686416	26.3816407230915	33.6791651821245	47.9124934375175
hsa-miR-92b-3p	617.103271240516	478.403552491716	693.483691267411	433.380256429627	371.984120398672	548.429527793484	404.797693620796	317.924201011818	432.685803157943	47.0979600386203	53.0471816790191	61.452550656135	543.066035273028	510.74439872438	661.846192078562	196.396658716348	195.870934348672	231.916856532665
hsa-miR-23b-3p	602.537445869999	419.314099510539	701.340257262849	123.411011145629	89.8444195702407	9.87805345449359	970.761683534003	844.454436608781	944.189853919377	235.489800193102	46.2268297488595	71.5382746187831	576.608163078028	612.374658733808	711.24070959473	31.2671297458862	55.8365106966801	70.3396180252917
hsa-miR-374b-5p	596.539753070374	408.588291213626	540.321152119236	122.401808951681	89.8444195702407	14.0268359053809	603.588229181911	501.853284917849	544.745801842237	106.590120087404	31.8283090074114	28.1462064073901	498.701824723396	473.403777772135	572.361177956621	27.8472874299299	46.0872786702757	63.7134221243584
hsa-miR-345-5p	549.349115218381	366.692633956895	374.847293060684	165.220816323471	183.263800338041	132.365916290214	339.28498711944	320.437817927222	470.582175160212	47.0979600386203	9.09380257354613	44.0957233715778	332.636648571849	469.024322228353	399.392117129202	46.9006946188293	15.95328877048	23.4465393417639
hsa-miR-335-3p	542.099156889164	509.313381856457	527.199876951597	73.2392449322191	127.005200439607	41.4878245088731	307.365880626809	303.374226174573	316.43664564433	40.9008600335387	40.9221115809576	57.2306196950265	537.686637417509	587.039124250263	492.028899852225	110.412051915161	95.7197326228802	108.057963922912
hsa-miR-7974	536.365098937875	510.093440641687	477.630615207185	0	0.376311705006244	0	237.481708751579	272.389063813531	266.39947073857	0	0	0	311.815214519311	327.61400769624	207.411588100051	0	0	0
hsa-miR-16-2-3p	521.601547431106	438.263027501753	477.387628630007	238.171717771705	238.957932678965	186.892771359019	382.466173897307	371.000188956318	458.4801607644	52.0556400426856	101.547462071265	78.8093779406922	483.386362593566	523.690683972226	554.055705921533	97.7097804558943	93.9471449817158	73.3978622872609
hsa-miR-196a-5p	514.516360882099	476.225888382949	566.320715877334	723.165457834667	513.47732148102	144.219580435606	576.633329130799	471.617373752744	432.45307211187	220.616760180906	163.68844632383	236.428133822077	531.484508125264	547.431942972728	643.868503977986	170.992115797815	166.623238269458	204.392658174942
hsa-miR-330-3p	484.692668664184	481.62129498079	400.036901561521	534.588819308402	308.199286400114	343.361138078197	449.979381501962	520.560395422878	626.434399013965	114.026640093502	112.156898407069	128.065239153625	371.431600165179	441.364603004468	387.541467189131	199.327952130024	196.757228169254	186.552899980121
hsa-miR-3615	482.122228892916	524.654537965981	420.447774044514	80.7361755158321	115.527693436917	262.756221889529	433.886461515427	380.812962683762	584.775541766844	21.0701400172775	22.7345064338653	23.9242754462816	410.922709128047	446.358718975447	479.926108424067	272.610287471945	297.794723715627	272.183739315259
hsa-miR-941	475.069996699951	291.546970979733	506.627013417152	78.7177711279363	65.1019249660802	139.873236915629	411.332663891572	349.441090028042	496.337744258991	45.858540037604	57.5940829657921	53.008688733918	366.305350444038	295.229086438274	348.509964833322	241.343157726059	219.800867504392	290.533204887074
hsa-miR-19a-3p	457.768959777956	295.642279602191	408.986907154262	11.1012241334269	4.70389631257805	14.6195191126505	418.075093536022	404.063919151252	376.52004403892	7.43652000609795	0	2.34551720061584	419.94111141524	374.270575748196	497.979438971069	2.93129341367683	1.77258764116445	0
hsa-miR-141-3p	450.815590653116	348.751281896604	362.04999999595	92.5582583592218	21.1675334066012	5.13658779633666	438.317200996066	396.281374470866	345.915911480281	33.4643400274408	3.78908440564422	6.09834472160118	455.318563194476	536.233598314724	539.128929826805	4.88548902279471	5.31776292349335	7.13590327792814
hsa-miR-126-3p	394.068189548974	286.411583976969	224.924574941556	42.0981486618267	44.9692487482462	15.8048855271897	829.748583541489	685.395658529202	886.860439569988	59.4921600487836	45.4690128677306	34.2445511289912	298.335076363717	445.936139931749	297.022672966035	8.79388024103049	19.4984640528089	17.3300508178255
hsa-miR-210-3p	391.497749777706	289.791838712965	339.04727068972	85.638014743579	64.725613261074	25.6829389816833	374.01961368338	330.540624375674	441.49079440105	33.4643400274408	16.6719713848346	24.3933788864047	304.79035379034	257.619551549131	365.70601432083	9.77097804558943	12.4081134881511	18.3494655718152
hsa-miR-30e-3p	390.575027808533	412.196063095315	404.694144290775	154.552107416021	94.6423938090704	16.5951298035492	424.343330326358	417.453763104464	405.223539721294	268.954140220542	172.782248897376	178.024755526742	310.865909015396	392.364642073821	325.615517715058	98.6868782604532	225.118630427885	451.091028640458
