	sample_IYB1_R1_fastq	sample_IYB2_R1_fastq	sample_IYB3_R1_fastq	sample_IYB4_R1_fastq	sample_IYB5_R1_fastq
hsa_piR_021676|gb|DQ599712|Homo_sapiens:12:6848375:6848401:Plus	0	0	0.196215551416716	0	0
hsa_piR_000441|gb|DQ570540|Homo_sapiens:2:232033329:232033357:Minus	0	0	0.196215551416716	0	0
hsa_piR_001652|gb|DQ572240|Homo_sapiens:6:26212308:26212336:Plus	0	0	0.196215551416716	0	0
hsa_piR_022127|gb|DQ600305|Homo_sapiens:15:60341695:60341725:Plus	0	0	0.196215551416716	0	0
hsa_piR_021536|gb|DQ599547|Homo_sapiens:4:7815533:7815560:Minus	0	0	0.196215551416716	0	0
hsa_piR_008287|gb|DQ581259|Homo_sapiens:19:1223911:1223936:Plus	0	0	0.196215551416716	0	0
hsa_piR_017633|gb|DQ594349|Homo_sapiens:3:11925300:11925329:Minus	0	0	0.196215551416716	0	0
hsa_piR_022030|gb|DQ600189|Homo_sapiens:12:9388588:9388618:Minus	0	0	0.196215551416716	0	0
hsa_piR_004286|gb|DQ575846|Homo_sapiens:15:60325511:60325538:Plus	0	0	0.196215551416716	0	0
hsa_piR_020949|gb|DQ598818|Homo_sapiens:19:39997313:39997343:Minus	0	0	0.0981077757083578	0	1.55951742292865
hsa_piR_014051|gb|DQ589202|Homo_sapiens:14:87679026:87679053:Minus	0	0	0.0981077757083578	0	0
hsa_piR_010634|gb|DQ584323|Homo_sapiens:19:39997322:39997352:Minus	0	0	0.0981077757083578	0	1.55951742292865
hsa_piR_019823|gb|DQ597216|Homo_sapiens:13:88485101:88485126:Minus	0	0	0.0981077757083578	0	0
hsa_piR_019824|gb|DQ597217|Homo_sapiens:11:11488687:11488714:Plus	0	0	0.0981077757083578	0	0
hsa_piR_011953|gb|DQ586164|Homo_sapiens:6:33971086:33971114:Plus	0	0	0.0981077757083578	0	0
hsa_piR_006378|gb|DQ578717|Homo_sapiens:9:114908343:114908372:Minus	0	0	0.0981077757083578	0	0
hsa_piR_004589|gb|DQ576305|Homo_sapiens:9:114908344:114908375:Minus	0	0	0.0981077757083578	0	0
hsa_piR_012807|gb|DQ587346|Homo_sapiens:6:33971082:33971109:Plus	0	0	0.0981077757083578	0	0
hsa_piR_017458|gb|DQ594126|Homo_sapiens:1:31213602:31213628:Minus	0	0	0.0981077757083578	0	0
hsa_piR_016283|gb|DQ592197|Homo_sapiens:21:44735054:44735083:Minus	0	0	0.0490538878541789	0	0
hsa_piR_018119|gb|DQ594960|Homo_sapiens:21:44735053:44735078:Minus	0	0	0.0490538878541789	0	0
hsa_piR_001836|gb|DQ572457|Homo_sapiens:21:44735050:44735080:Minus	0	0	0.0490538878541789	0	0
hsa_piR_001835|gb|DQ572455|Homo_sapiens:21:44730101:44730131:Minus	0	0	0.0490538878541789	0	0
hsa_piR_014733|gb|DQ590165|Homo_sapiens:18:11633874:11633899:Minus	0	0	0	27.9142474318892	0
hsa_piR_019557|gb|DQ596845|Homo_sapiens:5:10395248:10395276:Plus	0	0	0	6.20316609597539	0
hsa_piR_001029|gb|DQ571320|Homo_sapiens:1:100062313:100062341:Plus	0	0	0	6.20316609597539	0
hsa_piR_005543|gb|DQ577616|Homo_sapiens:13:30837702:30837731:Minus	0	0	0	6.20316609597539	9.35710453757189
hsa_piR_002882|gb|DQ573877|Homo_sapiens:11:45660039:45660067:Minus	0	0	0	3.10158304798769	0
hsa_piR_015238|gb|DQ590817|Homo_sapiens:17:35277235:35277260:Minus	0	0	0	3.10158304798769	0
hsa_piR_007009|gb|DQ579563|Homo_sapiens:7:100355050:100355078:Minus	0	0	0	3.10158304798769	0
hsa_piR_008362|gb|DQ581351|Homo_sapiens:2:113455171:113455196:Minus	0	0	0	3.10158304798769	0
hsa_piR_015836|gb|DQ591644|Homo_sapiens:9:83799357:83799386:Plus	0	0	0	3.10158304798769	0
hsa_piR_019091|gb|DQ596211|Homo_sapiens:14:22840554:22840580:Minus	0	0	0	3.10158304798769	0
hsa_piR_021052|gb|DQ598945|Homo_sapiens:3:51401502:51401528:Plus	0	0	0	3.10158304798769	0
hsa_piR_007898|gb|DQ580743|Homo_sapiens:15:91762318:91762346:Minus	0	0	0	3.10158304798769	0
hsa_piR_003317|gb|DQ574498|Homo_sapiens:3:197683329:197683357:Minus	0	0	0	3.10158304798769	0
hsa_piR_003320|gb|DQ574501|Homo_sapiens:4:100496655:100496683:Plus	0	0	0	3.10158304798769	0
hsa_piR_017302|gb|DQ593917|Homo_sapiens:6:33973153:33973181:Plus	0	0	0	3.10158304798769	0
hsa_piR_013390|gb|DQ588154|Homo_sapiens:6:158925028:158925055:Plus	0	0	0	3.10158304798769	0
hsa_piR_005628|gb|DQ577733|Homo_sapiens:15:49371498:49371527:Minus	0	0	0	1.55079152399385	0
hsa_piR_013594|gb|DQ588545|Homo_sapiens:10:102026678:102026705:Plus	0	0	0	1.55079152399385	0
hsa_piR_023406|Homo_sapiens:15:49371499:49371525:Minus	0	0	0	1.55079152399385	0
hsa_piR_013595|gb|DQ588546|Homo_sapiens:X:100114920:100114948:Minus	0	0	0	1.55079152399385	0
hsa_piR_010042|gb|DQ583515|Homo_sapiens:10:29120733:29120764:Minus	0	0	0	1.0338610159959	0
hsa_piR_004322|gb|DQ575911|Homo_sapiens:10:29120743:29120773:Minus	0	0	0	1.0338610159959	0
hsa_piR_006927|gb|DQ579443|Homo_sapiens:6:33967191:33967221:Minus	0	0	0	1.0338610159959	0
hsa_piR_014961|gb|DQ590463|Homo_sapiens:10:29120740:29120769:Minus	0	0	0	1.0338610159959	0
hsa_piR_019269|gb|DQ596455|Homo_sapiens:6:33967188:33967216:Minus	0	0	0	1.0338610159959	0
hsa_piR_019122|gb|DQ596252|Homo_sapiens:6:33967190:33967220:Minus	0	0	0	1.0338610159959	0
hsa_piR_003678|gb|DQ574997|Homo_sapiens:3:103409587:103409616:Plus	0	0	0	0	6.2380696917146
hsa_piR_005412|gb|DQ577444|Homo_sapiens:19:43912758:43912788:Plus	0	0	0	0	3.1190348458573
hsa_piR_007336|gb|DQ580006|Homo_sapiens:2:106681212:106681238:Minus	0	0	0	0	3.1190348458573
hsa_piR_021848|gb|DQ599929|Homo_sapiens:9:133449758:133449784:Minus	0	0	0	0	3.1190348458573
hsa_piR_021891|gb|DQ599985|Homo_sapiens:3:100177535:100177563:Minus	0	0	0	0	3.1190348458573
hsa_piR_008480|gb|DQ581523|Homo_sapiens:19:63509339:63509365:Plus	0	0	0	0	3.1190348458573
